,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
892,Santee Wateree Regional Transportation Authority,CB,DO,Active,Full Reporter,Sumter,SC,380,"Sumter, SC",66.0,73107.0,5944.0,301395.0,2017.0,6.0,2017.0,668430.0,14344.0,46.6,12379.0,376571.0,26.2529,0.863
893,Santee Wateree Regional Transportation Authority,DR,DO,Active,Full Reporter,Sumter,SC,380,"Sumter, SC",66.0,73107.0,5944.0,301395.0,2017.0,6.0,2017.0,313249.0,25604.0,12.2344,198792.0,841605.0,32.8701,7.7641
894,Santee Wateree Regional Transportation Authority,MB,DO,Active,Full Reporter,Sumter,SC,380,"Sumter, SC",66.0,73107.0,5944.0,301395.0,2017.0,6.0,2017.0,260146.0,117713.0,2.21,53608.0,1428322.0,12.1339,0.4554
899,Wiregrass Transit Authority,DR,DO,Active,Full Reporter,Dothan,AL,402,"Dothan, AL",56.0,68781.0,2972.0,245838.0,2017.0,9.0,2017.0,834096.0,63877.0,13.0578,58479.0,935114.0,14.6393,0.9155
900,Wiregrass Transit Authority,DR,PT,Active,Full Reporter,Dothan,AL,402,"Dothan, AL",56.0,68781.0,2972.0,245838.0,2017.0,9.0,2017.0,876691.0,32267.0,27.1699,0.0,747768.0,23.1744,0.0
901,Wiregrass Transit Authority,DT,PT,Active,Full Reporter,Dothan,AL,402,"Dothan, AL",56.0,68781.0,2972.0,245838.0,2017.0,9.0,2017.0,333307.0,15633.0,21.3207,0.0,268358.0,17.1661,0.0
903,Indian River County,DR,PT,Active,Full Reporter,Vero Beach,FL,220,"Sebastian-Vero Beach South-Florida Ridge, FL",97.0,149422.0,216.0,143696.0,2017.0,9.0,2017.0,515498.0,49459.0,10.4227,11222.0,1616137.0,32.6763,0.2269
905,Indian River County,MB,PT,Active,Full Reporter,Vero Beach,FL,220,"Sebastian-Vero Beach South-Florida Ridge, FL",97.0,149422.0,216.0,143696.0,2017.0,9.0,2017.0,6081890.0,1205677.0,5.0444,0.0,3058360.0,2.5366,0.0
906,Puerto Rico Highway and Transportation Authority,PB,PT,Active,Full Reporter,San Juan,PR,21,"San Juan, PR",867.0,2148346.0,892.0,2478905.0,2017.0,6.0,2017.0,81048151.0,19555033.0,4.1446,29217225.0,30147034.0,1.5417,1.4941
907,Research Triangle Regional Public Transportation Authority,DR,DO,Active,Full Reporter,Research Triangle Park,NC,110,"Durham, NC",182.0,347602.0,1519.0,1402824.0,2017.0,6.0,2017.0,909929.0,41883.0,21.7255,109541.0,3074927.0,73.4171,2.6154
908,Research Triangle Regional Public Transportation Authority,MB,DO,Active,Full Reporter,Research Triangle Park,NC,110,"Durham, NC",182.0,347602.0,1519.0,1402824.0,2017.0,6.0,2017.0,16569224.0,1487492.0,11.139,2124875.0,17312667.0,11.6388,1.4285
909,Research Triangle Regional Public Transportation Authority,MB,PT,Active,Full Reporter,Research Triangle Park,NC,110,"Durham, NC",182.0,347602.0,1519.0,1402824.0,2017.0,6.0,2017.0,1976824.0,175266.0,11.279,97760.0,3161677.0,18.0393,0.5578
910,Research Triangle Regional Public Transportation Authority,VP,DO,Active,Full Reporter,Research Triangle Park,NC,110,"Durham, NC",182.0,347602.0,1519.0,1402824.0,2017.0,6.0,2017.0,6070881.0,221198.0,27.4455,539851.0,3096469.0,13.9986,2.4406
911,Charleston Area Regional Transportation Authority,CB,PT,Active,Full Reporter,Charleston,SC,76,"Charleston-North Charleston, SC",293.0,548404.0,137.0,543209.0,2017.0,9.0,2017.0,3063332.0,203287.0,15.069,277607.0,720666.0,3.5451,1.3656
912,Charleston Area Regional Transportation Authority,DR,PT,Active,Full Reporter,Charleston,SC,76,"Charleston-North Charleston, SC",293.0,548404.0,137.0,543209.0,2017.0,9.0,2017.0,639007.0,71279.0,8.9649,323875.0,2492847.0,34.9731,4.5438
913,Charleston Area Regional Transportation Authority,MB,PT,Active,Full Reporter,Charleston,SC,76,"Charleston-North Charleston, SC",293.0,548404.0,137.0,543209.0,2017.0,9.0,2017.0,15791617.0,3388759.0,4.66,4025304.0,12193784.0,3.5983,1.1878
915,"Council on Aging of Martin County, Inc.",DR,DO,Inactive,Full Reporter,Stuart,FL,101,"Port St. Lucie, FL",208.0,376047.0,555.0,137956.0,2011.0,6.0,2011.0,181011.0,20304.0,8.915,15923.0,800859.0,39.4434,0.7842
916,"Council on Aging of Martin County, Inc.",MB,DO,Inactive,Full Reporter,Stuart,FL,101,"Port St. Lucie, FL",208.0,376047.0,555.0,137956.0,2011.0,6.0,2011.0,62940.0,9017.0,6.9801,6874.0,289243.0,32.0775,0.7623
917,"City of Ocala, Florida",DR,PT,Active,Full Reporter,Ocala,FL,211,"Ocala, FL",112.0,156909.0,55.0,64655.0,2017.0,9.0,2017.0,72379.0,13919.0,5.2,27838.0,199883.0,14.3604,2.0
919,"City of Ocala, Florida",MB,PT,Active,Full Reporter,Ocala,FL,211,"Ocala, FL",112.0,156909.0,55.0,64655.0,2017.0,9.0,2017.0,2146425.0,409623.0,5.24,303338.0,2320721.0,5.6655,0.7405
926,Okaloosa County Board of County Commissioners,DR,PT,Active,Full Reporter,Fort Walton Beach,FL,186,"Fort Walton Beach-Navarre-Wright, FL",121.0,191917.0,120.0,196512.0,2017.0,9.0,2017.0,806274.0,86717.0,9.2978,87605.0,2092983.0,24.1358,1.0102
927,Okaloosa County Board of County Commissioners,MB,PT,Active,Full Reporter,Fort Walton Beach,FL,186,"Fort Walton Beach-Navarre-Wright, FL",121.0,191917.0,120.0,196512.0,2017.0,9.0,2017.0,555642.0,123476.0,4.5,112100.0,1418580.0,11.4887,0.9079
929,Charlotte County Transit Division,DR,PT,Active,Full Reporter,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119.0,169541.0,231.0,173115.0,2017.0,9.0,2017.0,1042264.0,125503.0,8.3047,183213.0,3321829.0,26.4681,1.4598
931,Charlotte County Transit Division,VP,DO,Active,Full Reporter,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119.0,169541.0,231.0,173115.0,2017.0,9.0,2017.0,91159.0,7755.0,11.7549,0.0,135594.0,17.4847,0.0
936,Georgia Regional Transportation Authority,CB,PT,Active,Full Reporter,Atlanta,GA,9,"Atlanta, GA",2645.0,4515419.0,498.0,1354871.0,2017.0,6.0,2017.0,40800158.0,1626252.0,25.0885,4973065.0,22340213.0,13.7372,3.058
941,Gwinnett County Board of Commissioners,CB,PT,Active,Full Reporter,Lawrenceville,GA,9,"Atlanta, GA",2645.0,4515419.0,437.0,920260.0,2017.0,12.0,2017.0,10804537.0,376517.0,28.696,1404240.0,6470686.0,17.1856,3.7296
942,Gwinnett County Board of Commissioners,DR,PT,Active,Full Reporter,Lawrenceville,GA,9,"Atlanta, GA",2645.0,4515419.0,437.0,920260.0,2017.0,12.0,2017.0,214566.0,23241.0,9.2322,73615.0,2207068.0,94.9644,3.1675
943,Gwinnett County Board of Commissioners,DT,PT,Active,Full Reporter,Lawrenceville,GA,9,"Atlanta, GA",2645.0,4515419.0,437.0,920260.0,2017.0,12.0,2017.0,27876.0,1818.0,15.3333,4983.0,144629.0,79.5539,2.7409
944,Gwinnett County Board of Commissioners,MB,PT,Active,Full Reporter,Lawrenceville,GA,9,"Atlanta, GA",2645.0,4515419.0,437.0,920260.0,2017.0,12.0,2017.0,7430941.0,1035561.0,7.1758,1465329.0,9143524.0,8.8295,1.415
945,Collier Area Transit,DR,PT,Active,Full Reporter,Naples,FL,121,"Bonita Springs, FL",187.0,310298.0,2025.0,323785.0,2017.0,9.0,2017.0,1162171.0,100298.0,11.5872,221625.0,3788293.0,37.7704,2.2097
946,Collier Area Transit,MB,PT,Active,Full Reporter,Naples,FL,121,"Bonita Springs, FL",187.0,310298.0,2025.0,323785.0,2017.0,9.0,2017.0,6498820.0,896201.0,7.2515,888701.0,5557686.0,6.2014,0.9916
947,Central Midlands Transit,DR,PT,Active,Full Reporter,Columbia,SC,75,"Columbia, SC",380.0,549777.0,225.0,296000.0,2017.0,6.0,2017.0,827063.0,63999.0,12.9231,214735.0,3475003.0,54.2978,3.3553
948,Central Midlands Transit,MB,PT,Active,Full Reporter,Columbia,SC,75,"Columbia, SC",380.0,549777.0,225.0,296000.0,2017.0,6.0,2017.0,6221042.0,2432463.0,2.5575,1932618.0,13900013.0,5.7144,0.7945
949,City of Canton Transit,MB,DO,Inactive,Full Reporter,Canton,GA,11,"Atlanta, GA",1963.0,3499840.0,17.0,17685.0,2007.0,9.0,2007.0,341880.0,56980.0,6.0,0.0,270363.0,4.7449,0.0
957,North Carolina State University Transportation Department,MB,PT,Active,Full Reporter,Raleigh,NC,50,"Raleigh, NC",518.0,884891.0,9.0,46000.0,2017.0,6.0,2017.0,6297295.0,3327651.0,1.8924,5350953.0,2706329.0,0.8133,1.608
958,"Tri-County Community Council, Inc.",DR,DO,Inactive,Full Reporter,Bonifay,FL,229,"Panama City, FL",92.0,143280.0,758.0,169856.0,2014.0,9.0,2014.0,146250.0,55405.0,2.6397,13281.0,391544.0,7.0669,0.2397
959,"Miami Lakes - vRide, Inc.",VP,DO,Active,Full Reporter,Miami Lakes,FL,4,"Miami, FL",1239.0,5502379.0,1116.0,4919036.0,2017.0,12.0,2017.0,14387850.0,529754.0,27.1595,2559865.0,2324729.0,4.3883,4.8322
960,"vRide, Inc. - Atlanta",VP,DO,Active,Full Reporter,Atlanta,GA,9,"Atlanta, GA",2645.0,4515419.0,424.0,174680.0,2017.0,12.0,2017.0,8336251.0,308230.0,27.0456,1347078.0,1371950.0,4.4511,4.3704
963,Clayton County Board of Commissioners,DR,DO,Inactive,Full Reporter,Jonesboro,GA,11,"Atlanta, GA",1963.0,3499840.0,68.0,263900.0,2010.0,6.0,2010.0,167543.0,17465.0,9.5931,207369.0,813593.0,46.5842,11.8734
965,Clayton County Board of Commissioners,MB,DO,Inactive,Full Reporter,Jonesboro,GA,11,"Atlanta, GA",1963.0,3499840.0,68.0,263900.0,2010.0,6.0,2010.0,12016954.0,1509312.0,7.9619,1335102.0,5102857.0,3.3809,0.8846
967,Lake County Board of County Commissioners,DR,PT,Active,Full Reporter,Tavares,FL,244,"Leesburg-Eustis-Tavares, FL",94.0,131337.0,71.0,97497.0,2017.0,9.0,2017.0,1233388.0,92736.0,13.3,94881.0,3589450.0,38.7061,1.0231
968,Lake County Board of County Commissioners,MB,PT,Active,Full Reporter,Tavares,FL,244,"Leesburg-Eustis-Tavares, FL",94.0,131337.0,71.0,97497.0,2017.0,9.0,2017.0,2162788.0,332558.0,6.5035,156664.0,2875132.0,8.6455,0.4711
969,Regional Transportation Authority,CB,PT,Active,Full Reporter,Nashville,TN,44,"Nashville-Davidson, TN",563.0,969587.0,750.0,1583115.0,2017.0,6.0,2017.0,6231481.0,194948.0,31.9648,810008.0,2512479.0,12.8879,4.155
970,Regional Transportation Authority,CR,PT,Active,Full Reporter,Nashville,TN,44,"Nashville-Davidson, TN",563.0,969587.0,750.0,1583115.0,2017.0,6.0,2017.0,4692989.0,294389.0,15.9415,918392.0,4252660.0,14.4457,3.1197
973,Regional Transportation Authority,VP,PT,Active,Full Reporter,Nashville,TN,44,"Nashville-Davidson, TN",563.0,969587.0,750.0,1583115.0,2017.0,6.0,2017.0,5353018.0,135295.0,39.5655,359213.0,474164.0,3.5047,2.655
975,Regional Planning Commission of Greater Birmingham,VP,PT,Active,Full Reporter,Birmingham,AL,55,"Birmingham, AL",530.0,749495.0,392.0,663615.0,2017.0,9.0,2017.0,3884066.0,71347.0,54.4391,317015.0,287550.0,4.0303,4.4433
978,Knoxville-Knox County Community Action Committee,DR,DO,Active,Full Reporter,Knoxville,TN,74,"Knoxville, TN",438.0,558696.0,239.0,331989.0,2017.0,6.0,2017.0,2322446.0,163593.0,14.1965,1633942.0,2966217.0,18.1317,9.9878
979,Western Piedmont Regional Transit Authority,DR,DO,Active,Full Reporter,Conover,NC,170,"Hickory, NC",262.0,212195.0,1665.0,342142.0,2017.0,6.0,2017.0,908777.0,105986.0,8.5745,90393.0,2617454.0,24.6962,0.8529
981,Western Piedmont Regional Transit Authority,MB,DO,Active,Full Reporter,Conover,NC,170,"Hickory, NC",262.0,212195.0,1665.0,342142.0,2017.0,6.0,2017.0,725591.0,143220.0,5.0663,74131.0,1586291.0,11.0759,0.5176
982,Piedmont Authority for Regional Transportation,CB,PT,Active,Full Reporter,Greensboro,NC,120,"Greensboro, NC",185.0,311810.0,2500.0,1512529.0,2017.0,6.0,2017.0,5637513.0,427049.0,13.2011,484417.0,5441867.0,12.743,1.1343
984,Piedmont Authority for Regional Transportation,VP,DO,Active,Full Reporter,Greensboro,NC,120,"Greensboro, NC",185.0,311810.0,2500.0,1512529.0,2017.0,6.0,2017.0,13192660.0,260790.0,50.5873,561576.0,762760.0,2.9248,2.1534
985,Puerto Rico Maritime Transport Authority,FB,DO,Active,Full Reporter,Puerto Real,PR,21,"San Juan, PR",867.0,2148346.0,77.0,2398238.0,2016.0,6.0,2016.0,23248367.0,1730311.0,13.4359,1776603.0,38178216.0,22.0644,1.0268
987,The Transportation Management Association Group,VP,DO,Active,Full Reporter,Franklin,TN,44,"Nashville-Davidson, TN",563.0,969587.0,7505.0,1978890.0,2017.0,6.0,2017.0,4199806.0,96721.0,43.4219,232404.0,446144.0,4.6127,2.4028
989,Broward County Community Bus Service,MB,PT,Active,Full Reporter,Plantation,FL,4,"Miami, FL",1239.0,5502379.0,410.0,1869235.0,2015.0,9.0,2015.0,7503440.0,2023622.0,3.7079,260076.0,5630816.0,2.7825,0.1285
990,University of Georgia Transit System,DR,DO,Active,Full Reporter,Athens,GA,249,"Athens-Clarke County, GA",98.0,128754.0,14.0,119648.0,2017.0,6.0,2017.0,16573.0,14646.0,1.1316,19850.0,366575.0,25.029,1.3553
991,University of Georgia Transit System,MB,DO,Active,Full Reporter,Athens,GA,249,"Athens-Clarke County, GA",98.0,128754.0,14.0,119648.0,2017.0,6.0,2017.0,4169581.0,5604793.0,0.7439,7596246.0,5959757.0,1.0633,1.3553
994,Bay County Transportation Planning Organization,DR,PT,Active,Full Reporter,Panama City,FL,229,"Panama City, FL",92.0,143280.0,58.0,105192.0,2017.0,9.0,2017.0,952007.0,94999.0,10.0212,46670.0,1039130.0,10.9383,0.4913
995,Bay County Transportation Planning Organization,MB,PT,Active,Full Reporter,Panama City,FL,229,"Panama City, FL",92.0,143280.0,58.0,105192.0,2017.0,9.0,2017.0,2423324.0,621365.0,3.9,603016.0,2869586.0,4.6182,0.9705
1001,Transit Authority of Central Kentucky,DR,DO,Active,Full Reporter,Elizabethtown,KY,379,"Elizabethtown-Radcliff, KY",57.0,73467.0,929.0,137401.0,2017.0,6.0,2017.0,1070232.0,83303.0,12.8475,2145851.0,3205982.0,38.4858,25.7596
1002,Transit Authority of Central Kentucky,MB,DO,Active,Full Reporter,Elizabethtown,KY,379,"Elizabethtown-Radcliff, KY",57.0,73467.0,929.0,137401.0,2017.0,6.0,2017.0,661385.0,33885.0,19.5185,0.0,278535.0,8.22,0.0
1003,Transit Authority of Central Kentucky,VP,DO,Active,Full Reporter,Elizabethtown,KY,379,"Elizabethtown-Radcliff, KY",57.0,73467.0,929.0,137401.0,2017.0,6.0,2017.0,1503540.0,33412.0,45.0,214675.0,158739.0,4.751,6.4251
1004,Martin County,CB,PT,Active,Full Reporter,Stuart,FL,101,"Port St. Lucie, FL",208.0,376047.0,65.0,150870.0,2017.0,9.0,2017.0,95232.0,4406.0,21.6142,8505.0,249050.0,56.5252,1.9303
1005,Martin County,DR,PT,Active,Full Reporter,Stuart,FL,101,"Port St. Lucie, FL",208.0,376047.0,65.0,150870.0,2017.0,9.0,2017.0,62117.0,6710.0,9.2574,19818.0,356389.0,53.1131,2.9535
1006,Martin County,MB,PT,Active,Full Reporter,Stuart,FL,101,"Port St. Lucie, FL",208.0,376047.0,65.0,150870.0,2017.0,9.0,2017.0,475143.0,60477.0,7.8566,48209.0,940545.0,15.5521,0.7971
1007,Kentuckiana Regional Planning and Development Agency,VP,DO,Active,Full Reporter,Louisville,KY,43,"Louisville/Jefferson County, KY-IN",477.0,972546.0,2446.0,1192204.0,2017.0,6.0,2017.0,7044187.0,193603.0,36.3847,527116.0,1103505.0,5.6998,2.7227
1008,Tampa Bay Area Regional Transportation Authority,VP,PT,Active,Full Reporter,Tampa,FL,17,"Tampa-St. Petersburg, FL",957.0,2441770.0,2778.0,3257481.0,2017.0,9.0,2017.0,6222930.0,192060.0,32.401,660926.0,1177715.0,6.132,3.4412
1009,Enterprise Rideshare,VP,DO,Active,Full Reporter,Atlanta,GA,9,"Atlanta, GA",2645.0,4515419.0,132.0,432247.0,2017.0,7.0,2017.0,11949480.0,225261.0,53.0473,945706.0,784328.0,3.4819,4.1983
1012,City of Clemson/ Clemson Area Transit,MB,DO,Active,Full Reporter,Clemson,SC,93,"Greenville, SC",320.0,400492.0,17.0,27883.0,2017.0,6.0,2017.0,4769788.0,1754013.0,2.7194,0.0,3477463.0,1.9826,0.0
1014,Wake County DSS,DR,PT,Active,Full Reporter,Raleigh,NC,50,"Raleigh, NC",518.0,884891.0,861.0,1024198.0,2017.0,6.0,2017.0,2650545.0,186842.0,14.186,194627.0,5324474.0,28.4972,1.0417
1015,Buncombe County,DR,PT,Active,Full Reporter,Asheville ,NC,133,"Asheville, NC",265.0,280648.0,657.0,238318.0,2017.0,6.0,2017.0,1223585.0,121843.0,10.0423,969935.0,2732891.0,22.4296,7.9605
1016,Buncombe County,MB,PT,Active,Full Reporter,Asheville ,NC,133,"Asheville, NC",265.0,280648.0,657.0,238318.0,2017.0,6.0,2017.0,327574.0,24236.0,13.516,12006.0,538958.0,22.2379,0.4954
1017,Mecklenburg County DSS,DR,DO,Active,Full Reporter,Charlotte,NC,38,"Charlotte, NC-SC",741.0,1249442.0,31.0,1034070.0,2017.0,6.0,2017.0,720094.0,78505.0,9.1726,41796.0,3878339.0,49.4024,0.5324
1018,Mecklenburg County DSS,DT,PT,Active,Full Reporter,Charlotte,NC,38,"Charlotte, NC-SC",741.0,1249442.0,31.0,1034070.0,2017.0,6.0,2017.0,2412754.0,302445.0,7.9775,59503.0,2863001.0,9.4662,0.1967
1019,City of Atlanta - Department of Public Works - Transit Division,SR,DO,Active,Full Reporter,Atlanta,GA,9,"Atlanta, GA",2645.0,4515419.0,132.0,472522.0,2017.0,6.0,2017.0,379151.0,401198.0,0.945,70171.0,6316155.0,15.7432,0.1749
1020,Central Florida Commuter Rail,CR,PT,Active,Full Reporter,Sanford,FL,32,"Orlando, FL",598.0,1510516.0,110.0,255483.0,2017.0,6.0,2017.0,12850030.0,901156.0,14.2595,1983617.0,34108383.0,37.8496,2.2012
1021,"Spartanburg Regional Health Services, Inc.",DR,DO,Active,Full Reporter,Spartanburg,SC,192,"Spartanburg, SC",190.0,180786.0,811.0,293514.0,2017.0,9.0,2017.0,2064446.0,134710.0,15.3251,509535.0,3870310.0,28.7307,3.7825
1022,"Clay County Council on Aging, Inc., dba Clay Transit",DR,DO,Active,Full Reporter,Green Cove Springs,FL,40,"Jacksonville, FL",530.0,1065219.0,881.0,210000.0,2017.0,12.0,2017.0,619854.0,86573.0,7.1599,25132.0,1815462.0,20.9703,0.2903
1023,"Clay County Council on Aging, Inc., dba Clay Transit",MB,DO,Active,Full Reporter,Green Cove Springs,FL,40,"Jacksonville, FL",530.0,1065219.0,881.0,210000.0,2017.0,12.0,2017.0,759810.0,42842.0,17.7352,30632.0,479587.0,11.1943,0.715
1025,"The Looper Group, Inc.",MB,DO,Active,Full Reporter,St. Petersburg,FL,17,"Tampa-St. Petersburg, FL",957.0,2441770.0,3.0,15882.0,2017.0,3.0,2017.0,57516.0,49677.0,1.1578,12718.0,343544.0,6.9156,0.256
1026,"Jolley Trolley Transportation of Clearwater, Inc.",MB,DO,Active,Full Reporter,Clearwater,FL,17,"Tampa-St. Petersburg, FL",957.0,2441770.0,21.0,62821.0,2017.0,9.0,2017.0,2154295.0,440049.0,4.8956,426398.0,1958539.0,4.4507,0.969
1028,North Central Alabama Regional Council of Governments,DR,DO,Active,Full Reporter,Decatur,AL,392,"Decatur, AL",58.0,70436.0,1316.0,152680.0,2017.0,9.0,2017.0,501751.0,174826.0,2.87,145852.0,1501214.0,8.5869,0.8343
1030,Baldwin County Commission,DR,DO,Active,Full Reporter,Robertsdale,AL,458,"Daphne-Fairhope, AL",55.0,57383.0,2027.0,203709.0,2017.0,9.0,2017.0,7912914.0,365783.0,21.6328,425967.0,2839420.0,7.7626,1.1645
1032,Flagler Co. Public Transportation,DR,DO,Active,Full Reporter,Bunnell,FL,109,"Palm Coast-Daytona Beach-Port Orange, FL",179.0,349064.0,571.0,105157.0,2017.0,9.0,2017.0,646205.0,113927.0,5.6721,177039.0,1525448.0,13.3897,1.554
1033,"Audubon Area Community Services, Inc.",DR,DO,Active,Full Reporter,Owensboro,KY,391,"Owensboro, KY",34.0,70543.0,2693.0,216306.0,2017.0,6.0,2017.0,1988410.0,211269.0,9.4117,142054.0,5120373.0,24.2363,0.6724
1034,City of Fort Lauderdale,FB,PT,Active,Full Reporter,Fort Lauderdale,FL,4,"Miami, FL",1239.0,5502379.0,18.0,86505.0,2017.0,9.0,2017.0,17528.0,60815.0,0.2882,0.0,177449.0,2.9178,0.0
1035,City of Fort Lauderdale,MB,PT,Active,Full Reporter,Fort Lauderdale,FL,4,"Miami, FL",1239.0,5502379.0,18.0,86505.0,2017.0,9.0,2017.0,1045892.0,271860.0,3.8472,90820.0,1607328.0,5.9123,0.3341
1036,City of Appleton - Valley Transit,DR,PT,Active,Full Reporter,Appleton,WI,165,"Appleton, WI",104.0,216154.0,117.0,216154.0,2017.0,12.0,2017.0,1430403.0,157412.0,9.087,781655.0,2163729.0,13.7456,4.9657
1037,City of Appleton - Valley Transit,MB,DO,Active,Full Reporter,Appleton,WI,165,"Appleton, WI",104.0,216154.0,117.0,216154.0,2017.0,12.0,2017.0,4347479.0,961596.0,4.5211,788481.0,5223046.0,5.4316,0.82
1038,City of Appleton - Valley Transit,MB,PT,Active,Full Reporter,Appleton,WI,165,"Appleton, WI",104.0,216154.0,117.0,216154.0,2017.0,12.0,2017.0,358914.0,27826.0,12.8985,0.0,332410.0,11.946,0.0
1039,Green Bay Metro,DR,PT,Active,Full Reporter,Green Bay,WI,176,"Green Bay, WI",105.0,206520.0,90.0,176180.0,2017.0,12.0,2017.0,294537.0,38476.0,7.6551,130241.0,1046174.0,27.1903,3.385
1040,Green Bay Metro,MB,DO,Active,Full Reporter,Green Bay,WI,176,"Green Bay, WI",105.0,206520.0,90.0,176180.0,2017.0,12.0,2017.0,3917626.0,1242910.0,3.152,709595.0,6249168.0,5.0279,0.5709
1041,Kenosha Transit,DR,PT,Active,Full Reporter,Kenosha,WI,256,"Kenosha, WI-IL",51.0,124064.0,27.0,99894.0,2017.0,12.0,2017.0,156290.0,28520.0,5.48,98232.0,445398.0,15.617,3.4443
1043,Kenosha Transit,MB,DO,Active,Full Reporter,Kenosha,WI,256,"Kenosha, WI-IL",51.0,124064.0,27.0,99894.0,2017.0,12.0,2017.0,4033508.0,1268399.0,3.18,692799.0,6242092.0,4.9212,0.5462
1044,Kenosha Transit,SR,DO,Active,Full Reporter,Kenosha,WI,256,"Kenosha, WI-IL",51.0,124064.0,27.0,99894.0,2017.0,12.0,2017.0,50534.0,45120.0,1.12,25446.0,382017.0,8.4667,0.564
1045,LaCrosse Municipal Transit Utility,DR,PT,Active,Full Reporter,La Crosse,WI,298,"La Crosse, WI-MN",51.0,100868.0,36.0,71201.0,2017.0,12.0,2017.0,141312.0,25842.0,5.4683,294666.0,525466.0,20.3338,11.4026
1046,LaCrosse Municipal Transit Utility,MB,DO,Active,Full Reporter,La Crosse,WI,298,"La Crosse, WI-MN",51.0,100868.0,36.0,71201.0,2017.0,12.0,2017.0,2997942.0,999955.0,2.9981,610973.0,5153871.0,5.1541,0.611
1048,Metro Transit System,DR,DO,Active,Full Reporter,Madison,WI,92,"Madison, WI",151.0,401661.0,72.0,248051.0,2017.0,12.0,2017.0,209315.0,52848.0,3.9607,93019.0,2316573.0,43.8346,1.7601
1049,Metro Transit System,DR,PT,Active,Full Reporter,Madison,WI,92,"Madison, WI",151.0,401661.0,72.0,248051.0,2017.0,12.0,2017.0,1499519.0,238170.0,6.296,221071.0,4914182.0,20.6331,0.9282
1050,Metro Transit System,MB,DO,Active,Full Reporter,Madison,WI,92,"Madison, WI",151.0,401661.0,72.0,248051.0,2017.0,12.0,2017.0,50606786.0,12817077.0,3.9484,12847443.0,47343970.0,3.6938,1.0024
1051,Belle Urban System - Racine,CB,PT,Active,Full Reporter,Racine,WI,239,"Racine, WI",49.0,133700.0,27.0,112100.0,2017.0,12.0,2017.0,1311326.0,52383.0,25.0334,159478.0,1030177.0,19.6662,3.0445
1052,Belle Urban System - Racine,DR,DO,Active,Full Reporter,Racine,WI,239,"Racine, WI",49.0,133700.0,27.0,112100.0,2017.0,12.0,2017.0,132824.0,30666.0,4.3313,94522.0,741686.0,24.1859,3.0823
1054,Belle Urban System - Racine,MB,DO,Active,Full Reporter,Racine,WI,239,"Racine, WI",49.0,133700.0,27.0,112100.0,2017.0,12.0,2017.0,3524190.0,1128650.0,3.1225,1024246.0,6353802.0,5.6296,0.9075
1056,Milwaukee County Transit System,DR,PT,Active,Full Reporter,Milwaukee,WI,35,"Milwaukee, WI",546.0,1376476.0,237.0,951448.0,2017.0,12.0,2017.0,3007663.0,447090.0,6.7272,1441150.0,14138814.0,31.6241,3.2234
1058,Milwaukee County Transit System,MB,DO,Active,Full Reporter,Milwaukee,WI,35,"Milwaukee, WI",546.0,1376476.0,237.0,951448.0,2017.0,12.0,2017.0,120815722.0,34606043.0,3.4912,32183979.0,128868705.0,3.7239,0.93
1062,GO Transit,DT,PT,Active,Full Reporter,Oshkosh,WI,376,"Oshkosh, WI",31.0,74495.0,25.0,66083.0,2017.0,12.0,2017.0,285832.0,79398.0,3.6,405159.0,1130289.0,14.2357,5.1029
1063,GO Transit,MB,DO,Active,Full Reporter,Oshkosh,WI,376,"Oshkosh, WI",31.0,74495.0,25.0,66083.0,2017.0,12.0,2017.0,1751658.0,883937.0,1.9817,462296.0,3283403.0,3.7145,0.523
1064,GO Transit,MB,PT,Active,Full Reporter,Oshkosh,WI,376,"Oshkosh, WI",31.0,74495.0,25.0,66083.0,2017.0,12.0,2017.0,160408.0,17773.0,9.0254,13709.0,154654.0,8.7016,0.7713
1066,METRO Regional Transit Authority,DR,DO,Active,Full Reporter,Akron,OH,71,"Akron, OH",325.0,569499.0,420.0,541372.0,2017.0,12.0,2017.0,1715310.0,265833.0,6.4526,605280.0,9011390.0,33.8987,2.2769
1069,METRO Regional Transit Authority,MB,DO,Active,Full Reporter,Akron,OH,71,"Akron, OH",325.0,569499.0,420.0,541372.0,2017.0,12.0,2017.0,20098245.0,4885178.0,4.1141,3537154.0,40236855.0,8.2365,0.7241
1070,Stark Area Regional Transit Authority,DR,DO,Active,Full Reporter,Canton,OH,135,"Canton, OH",166.0,279245.0,581.0,372542.0,2017.0,12.0,2017.0,1481485.0,162388.0,9.1231,643743.0,6702714.0,41.2759,3.9642
1071,Stark Area Regional Transit Authority,MB,DO,Active,Full Reporter,Canton,OH,135,"Canton, OH",166.0,279245.0,581.0,372542.0,2017.0,12.0,2017.0,15613135.0,2261179.0,6.9049,1483114.0,13361891.0,5.9093,0.6559
