,jan,apr,jul,oct,id,lat,long,name,year,country
1093487,192,1314,2270,1386,USC00448022,37.2714,-80.7131,STAFFORDSVILLE_3_ENE,1991,US
1093493,76,863,2225,1198,USC00448022,37.2714,-80.7131,STAFFORDSVILLE_3_ENE,1997,US
1093499,-159,1148,2161,1123,USC00448022,37.2714,-80.7131,STAFFORDSVILLE_3_ENE,2003,US
1093505,-50,1165,1996,1098,USC00448022,37.2714,-80.7131,STAFFORDSVILLE_3_ENE,2009,US
1093543,36,915,0,0,USC00448046,39.0858,-78.4442,STAR_TANNERY,1997,US
1093549,-277,1107,2223,1134,USC00448046,39.0858,-78.4442,STAR_TANNERY,2003,US
1093555,-242,1561,2260,0,USC00448046,39.0858,-78.4442,STAR_TANNERY,2009,US
1093557,-176,885,2239,1293,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1961,US
1093563,330,0,0,0,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1967,US
1093569,152,1122,2272,1297,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1973,US
1093575,-34,1171,2195,1081,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1979,US
1093581,-26,1351,2212,1104,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1985,US
1093587,242,1243,2380,1217,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1991,US
1093593,72,907,0,0,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,1997,US
1093599,-138,1125,2206,1154,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,2003,US
1093605,-115,1179,2065,1121,USC00448062,38.1692,-79.0844,STAUNTON_WATER_TRMTMT_PLT,2009,US
1093675,-58,1139,2314,1242,USC00448084,38.9764,-77.4869,STERLING_RCS,1979,US
1093681,-195,1374,2411,1430,USC00448084,38.9764,-77.4869,STERLING_RCS,1985,US
1093687,118,1354,2510,1371,USC00448084,38.9764,-77.4869,STERLING_RCS,1991,US
1093693,66,1042,2421,1279,USC00448084,38.9764,-77.4869,STERLING_RCS,1997,US
1093699,-149,1111,2413,1168,USC00448084,38.9764,-77.4869,STERLING_RCS,2003,US
1093705,-164,1262,2297,1229,USC00448084,38.9764,-77.4869,STERLING_RCS,2009,US
1093707,97,1145,2569,1470,USC00448129,36.9742,-77.4042,STONY_CREEK_2_N,1961,US
1093713,563,1561,0,662,USC00448129,36.9742,-77.4042,STONY_CREEK_2_N,1967,US
1093731,101,2005,2117,324,USC00448129,36.9742,-77.4042,STONY_CREEK_2_N,1985,US
1093743,391,2191,2057,527,USC00448129,36.9742,-77.4042,STONY_CREEK_2_N,1997,US
1093755,275,1468,2432,1383,USC00448129,36.9742,-77.4042,STONY_CREEK_2_N,2009,US
1093807,85,0,0,0,USC00448170,36.6364,-80.2514,STUART,1961,US
1093813,438,1537,0,0,USC00448170,36.6364,-80.2514,STUART,1967,US
1093819,293,1199,2219,1553,USC00448170,36.6364,-80.2514,STUART,1973,US
1093825,72,1342,2219,1272,USC00448170,36.6364,-80.2514,STUART,1979,US
1093831,-105,1604,2328,1592,USC00448170,36.6364,-80.2514,STUART,1985,US
1093843,330,1160,2423,1434,USC00448170,36.6364,-80.2514,STUART,1997,US
1093849,114,1363,2333,1374,USC00448170,36.6364,-80.2514,STUART,2003,US
1093855,227,1429,2223,1380,USC00448170,36.6364,-80.2514,STUART,2009,US
1093857,139,1182,2594,1495,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1961,US
1093863,588,1478,2434,1448,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1967,US
1093869,325,1385,2459,1646,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1973,US
1093875,317,1387,2385,1411,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1979,US
1093881,-3,1615,2447,1749,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1985,US
1093887,549,1530,2683,1588,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1991,US
1093893,436,1225,2529,1580,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,1997,US
1093899,160,1424,2519,1552,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,2003,US
1093905,260,1480,2420,1579,USC00448192,36.7297,-76.6014,SUFFOLK_LAKE_KILBY,2009,US
1093907,-23,1133,2574,1511,USC00448224,37.8833,-76.2667,SUNNYBANK,1961,US
1093913,434,1336,2453,1436,USC00448224,37.8833,-76.2667,SUNNYBANK,1967,US
1093957,73,1054,2465,472,USC00448323,37.8283,-75.9933,TANGIER_ISLAND,1961,US
1093963,573,0,2127,759,USC00448323,37.8283,-75.9933,TANGIER_ISLAND,1967,US
1093969,564,1213,2488,0,USC00448323,37.8283,-75.9933,TANGIER_ISLAND,1973,US
1093981,68,1592,2659,1888,USC00448323,37.8283,-75.9933,TANGIER_ISLAND,1985,US
1093987,417,2179,2681,1081,USC00448323,37.8283,-75.9933,TANGIER_ISLAND,1991,US
1093993,194,1024,2566,1624,USC00448323,37.8283,-75.9933,TANGIER_ISLAND,1997,US
1094007,-361,859,2262,1283,USC00448448,38.65,-78.7167,TIMBERVILLE_3_E,1961,US
1094013,272,1245,2246,1147,USC00448448,38.65,-78.7167,TIMBERVILLE_3_E,1967,US
1094019,72,1019,2344,1374,USC00448448,38.65,-78.7167,TIMBERVILLE_3_E,1973,US
1094025,-140,1096,2248,1239,USC00448448,38.65,-78.7167,TIMBERVILLE_3_E,1979,US
1094031,-192,1346,2281,1409,USC00448448,38.65,-78.7167,TIMBERVILLE_3_E,1985,US
1094063,353,1465,2290,495,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,1967,US
1094069,327,1284,2383,0,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,1973,US
1094075,108,1408,2322,1325,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,1979,US
1094081,23,1617,2325,1545,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,1985,US
1094087,350,1325,2563,1456,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,1991,US
1094093,278,1184,2455,1426,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,1997,US
1094099,102,1344,2401,1368,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,2003,US
1094105,65,1406,2244,1311,USC00448600,37.6364,-78.9336,TYE_RIVER_1_SE,2009,US
1094143,-8,923,2303,1217,USC00448737,38.9,-77.2664,VIENNA,1997,US
1094149,-268,1037,2349,1090,USC00448737,38.9,-77.2664,VIENNA,2003,US
1094155,-172,1255,2179,1205,USC00448737,38.9,-77.2664,VIENNA,2009,US
1094181,42,1631,2500,0,USC00448800,36.9839,-77.0078,WAKEFIELD_1NW,1985,US
1094187,445,1476,2705,1553,USC00448800,36.9839,-77.0078,WAKEFIELD_1NW,1991,US
1094193,286,0,0,0,USC00448800,36.9839,-77.0078,WAKEFIELD_1NW,1997,US
1094199,91,1397,2569,1476,USC00448800,36.9839,-77.0078,WAKEFIELD_1NW,2003,US
1094205,209,1489,2453,1507,USC00448800,36.9839,-77.0078,WAKEFIELD_1NW,2009,US
1094207,-53,1156,2567,1504,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1961,US
1094213,524,1452,2430,1349,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1967,US
1094219,281,1354,2533,1551,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1973,US
1094225,223,1367,2456,1414,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1979,US
1094231,49,0,0,0,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1985,US
1094237,462,1532,2722,1523,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1991,US
1094243,353,1206,2584,1479,USC00448829,37.7433,-77.04,WALKERTON_2_NW,1997,US
1094249,76,0,0,0,USC00448829,37.7433,-77.04,WALKERTON_2_NW,2003,US
1094305,232,1452,2381,1395,USC00448837,36.5956,-76.4386,WALLACETON_LK_DRUMMOND,2009,US
1094307,-343,860,2357,1372,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1961,US
1094313,307,1233,2200,0,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1967,US
1094319,168,1143,2335,1483,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1973,US
1094325,-97,1148,2282,1158,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1979,US
1094331,-188,1452,2329,1343,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1985,US
1094337,170,1316,2502,1381,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1991,US
1094343,128,1079,2324,1240,USC00448888,38.6811,-77.7678,WARRENTON_3_SE,1997,US
1094357,-21,1043,2569,1535,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1961,US
1094363,546,1417,2415,1387,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1967,US
1094369,293,1322,2543,1590,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1973,US
1094375,264,1294,2412,1445,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1979,US
1094381,27,1583,2552,1671,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1985,US
1094387,421,1473,2682,1517,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1991,US
1094393,347,1184,2586,1507,USC00448894,37.9881,-76.7769,WARSAW_2_NW,1997,US
1094399,99,1379,2580,0,USC00448894,37.9881,-76.7769,WARSAW_2_NW,2003,US
1094405,88,1470,2403,1517,USC00448894,37.9881,-76.7769,WARSAW_2_NW,2009,US
1094407,-398,818,2299,1275,USC00448902,38.6667,-78.1833,WASHINGTON_3_SSW,1961,US
1094413,139,1134,2207,1094,USC00448902,38.6667,-78.1833,WASHINGTON_3_SSW,1967,US
1094419,-9,1016,2275,1320,USC00448902,38.6667,-78.1833,WASHINGTON_3_SSW,1973,US
1094457,-147,1028,2478,1471,USC00448938,38.8833,-77.1167,WAVERLY_HILLS,1961,US
1094463,458,1322,0,0,USC00448938,38.8833,-77.1167,WAVERLY_HILLS,1967,US
1094549,-122,1178,2256,1154,USC00448941,38.0803,-78.875,WAYNESBORO_WTP,2003,US
1094555,-1,1175,2087,1135,USC00448941,38.0803,-78.875,WAYNESBORO_WTP,2009,US
1094607,-4,1152,2550,1481,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1961,US
1094613,519,1459,2441,1399,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1967,US
1094619,272,1330,2512,1560,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1973,US
1094625,286,1347,2368,1400,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1979,US
1094631,53,1575,2488,1680,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1985,US
1094637,452,1505,2647,1508,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1991,US
1094643,318,1138,2563,1522,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,1997,US
1094649,54,1333,2542,1463,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,2003,US
1094655,94,1341,2422,1449,USC00449025,37.5658,-76.8,WEST_POINT_2_NW,2009,US
1094707,138,1222,2597,1580,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,1961,US
1094713,641,1518,2441,1479,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,1967,US
1094719,395,1388,2578,1683,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,1973,US
1094725,394,1428,2479,1544,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,1979,US
1094737,543,1553,2683,1586,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,1991,US
1094743,470,1227,2608,1585,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,1997,US
1094749,148,1423,2582,1594,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,2003,US
1094755,253,1556,2484,1597,USC00449151,37.3017,-76.7039,WILLIAMSBURG_2_N,2009,US
1094781,-130,1492,2383,1393,USC00449181,39.1881,-78.1514,WINCHESTER,1985,US
1094787,76,1358,2540,0,USC00449181,39.1881,-78.1514,WINCHESTER,1991,US
1094793,135,1086,2479,1328,USC00449181,39.1881,-78.1514,WINCHESTER,1997,US
1094799,-157,1220,2395,1165,USC00449181,39.1881,-78.1514,WINCHESTER,2003,US
1094805,-125,1274,2232,1235,USC00449181,39.1881,-78.1514,WINCHESTER,2009,US
1094807,-420,788,2290,1319,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1961,US
1094813,170,1162,2156,1039,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1967,US
1094819,-13,989,2257,1281,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1973,US
1094825,-244,0,0,0,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1979,US
1094831,-285,1238,2236,1190,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1985,US
1094837,-48,1093,2509,0,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1991,US
1094843,8,852,2295,1139,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,1997,US
1094849,-231,1042,2276,1053,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,2003,US
1094855,-222,1119,2065,1108,USC00449186,39.1833,-78.1167,WINCHESTER_7_SE,2009,US
1094857,-162,850,2134,1228,USC00449215,36.9986,-82.5389,WISE_3E,1961,US
1094863,302,1421,2028,1261,USC00449215,36.9986,-82.5389,WISE_3E,1967,US
1094869,96,1068,0,0,USC00449215,36.9986,-82.5389,WISE_3E,1973,US
1094875,-244,1161,2075,1166,USC00449215,36.9986,-82.5389,WISE_3E,1979,US
1094881,-476,1389,2148,0,USC00449215,36.9986,-82.5389,WISE_3E,1985,US
1094887,207,1375,2266,1345,USC00449215,36.9986,-82.5389,WISE_3E,1991,US
1094893,68,907,2245,1167,USC00449215,36.9986,-82.5389,WISE_3E,1997,US
1094899,-250,1240,2115,1231,USC00449215,36.9986,-82.5389,WISE_3E,2003,US
1094905,-107,1201,1968,1153,USC00449215,36.9986,-82.5389,WISE_3E,2009,US
1094913,267,1265,2209,1147,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,1967,US
1094919,85,1087,2321,1376,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,1973,US
1094925,-167,1092,2250,1204,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,1979,US
1094931,-193,1295,2327,1369,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,1985,US
1094937,53,1264,2458,1319,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,1991,US
1094943,20,880,2361,1281,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,1997,US
1094949,-151,1114,2297,1133,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,2003,US
1094955,-118,1203,2101,1192,USC00449263,38.8969,-78.4678,WOODSTOCK_2_NE,2009,US
1094957,-185,708,2086,1128,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1961,US
1094963,170,1206,2026,1108,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1967,US
1094969,19,924,2180,1276,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1973,US
1094975,-234,1099,2083,1107,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1979,US
1094981,-343,1200,2175,1424,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1985,US
1094987,95,1214,2301,1230,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1991,US
1094993,103,854,2210,1115,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,1997,US
1094999,-192,1131,2139,1163,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,2003,US
1095005,-6,1104,1938,1093,USC00449301,36.9617,-81.0869,WYTHEVILLE_1_S,2009,US
1095007,734,841,1669,1036,USC00450008,46.9658,-123.8292,ABERDEEN,1961,US
1095013,668,718,1630,1205,USC00450008,46.9658,-123.8292,ABERDEEN,1967,US
1095019,384,876,1509,1083,USC00450008,46.9658,-123.8292,ABERDEEN,1973,US
1095025,178,932,1611,1234,USC00450008,46.9658,-123.8292,ABERDEEN,1979,US
1095037,498,863,1583,1139,USC00450008,46.9658,-123.8292,ABERDEEN,1991,US
1095043,619,920,1668,1148,USC00450008,46.9658,-123.8292,ABERDEEN,1997,US
1095049,836,879,1661,1299,USC00450008,46.9658,-123.8292,ABERDEEN,2003,US
1095055,514,812,1623,1081,USC00450008,46.9658,-123.8292,ABERDEEN,2009,US
1095057,550,719,1635,839,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1961,US
1095063,511,646,1624,352,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1967,US
1095069,309,829,1594,937,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1973,US
1095075,113,832,1636,1150,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1979,US
1095081,195,812,1801,911,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1985,US
1095087,308,787,1694,990,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1991,US
1095093,448,767,1615,992,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,1997,US
1095099,641,727,1673,0,USC00450013,47.2614,-123.7147,ABERDEEN_20NNE,2003,US
1095157,724,969,1777,995,USC00450176,48.5119,-122.6136,ANACORTES,1961,US
1095163,623,864,1681,1250,USC00450176,48.5119,-122.6136,ANACORTES,1967,US
1095169,461,977,1648,1050,USC00450176,48.5119,-122.6136,ANACORTES,1973,US
1095175,191,1011,1756,1162,USC00450176,48.5119,-122.6136,ANACORTES,1979,US
1095181,324,981,1854,1081,USC00450176,48.5119,-122.6136,ANACORTES,1985,US
1095187,395,989,1743,1060,USC00450176,48.5119,-122.6136,ANACORTES,1991,US
1095193,553,1061,1743,1171,USC00450176,48.5119,-122.6136,ANACORTES,1997,US
1095199,831,1025,1843,1329,USC00450176,48.5119,-122.6136,ANACORTES,2003,US
1095207,14,570,1924,691,USC00450184,46.1333,-117.1333,ANATONE,1961,US
1095213,11,369,1893,864,USC00450184,46.1333,-117.1333,ANATONE,1967,US
1095219,-348,563,1888,803,USC00450184,46.1333,-117.1333,ANATONE,1973,US
1095225,-855,544,1826,926,USC00450184,46.1333,-117.1333,ANATONE,1979,US
1095257,55,1642,1124,20,USC00450217,45.8092,-121.2811,APPLETON,1961,US
1095263,198,435,1868,836,USC00450217,45.8092,-121.2811,APPLETON,1967,US
1095269,-269,723,1873,793,USC00450217,45.8092,-121.2811,APPLETON,1973,US
1095275,-805,668,1799,0,USC00450217,45.8092,-121.2811,APPLETON,1979,US
1095281,-458,750,2089,731,USC00450217,45.8092,-121.2811,APPLETON,1985,US
1095287,-59,644,1846,849,USC00450217,45.8092,-121.2811,APPLETON,1991,US
1095293,-101,0,0,0,USC00450217,45.8092,-121.2811,APPLETON,1997,US
1095299,146,635,2030,78,USC00450217,45.8092,-121.2811,APPLETON,2003,US
1095319,15,0,0,0,USC00450456,47.7722,-121.4819,BARING,1973,US
1095325,-120,809,1701,0,USC00450456,47.7722,-121.4819,BARING,1979,US
1095331,98,0,0,-87,USC00450456,47.7722,-121.4819,BARING,1985,US
1095337,36,0,0,487,USC00450456,47.7722,-121.4819,BARING,1991,US
1095343,48,0,0,614,USC00450456,47.7722,-121.4819,BARING,1997,US
1095349,486,846,1781,1060,USC00450456,47.7722,-121.4819,BARING,2003,US
1095355,141,746,1934,841,USC00450456,47.7722,-121.4819,BARING,2009,US
1095357,589,838,1820,1024,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1961,US
1095363,621,690,1747,1110,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1967,US
1095369,282,915,1845,1067,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1973,US
1095375,-103,1246,1685,563,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1979,US
1095381,102,935,1965,953,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1985,US
1095387,290,852,1771,1090,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1991,US
1095393,394,916,1742,995,USC00450482,45.7717,-122.5286,BATTLE_GROUND,1997,US
1095399,647,922,1891,1248,USC00450482,45.7717,-122.5286,BATTLE_GROUND,2003,US
1095405,276,862,2027,973,USC00450482,45.7717,-122.5286,BATTLE_GROUND,2009,US
1095407,495,886,1802,889,USC00450564,48.7833,-122.4833,BELLINGHAM_2_N,1961,US
1095413,478,759,1727,1160,USC00450564,48.7833,-122.4833,BELLINGHAM_2_N,1967,US
1095419,289,854,1637,985,USC00450564,48.7833,-122.4833,BELLINGHAM_2_N,1973,US
1095425,-83,913,1762,1137,USC00450564,48.7833,-122.4833,BELLINGHAM_2_N,1979,US
1095507,489,859,1779,869,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,1961,US
1095513,469,739,1709,1149,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,1967,US
1095519,289,829,1619,969,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,1973,US
1095525,-91,889,1739,1119,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,1979,US
1095543,429,963,1707,1084,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,1997,US
1095549,686,972,1806,1202,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,2003,US
1095555,279,943,1867,1027,USC00450587,48.7178,-122.5114,BELLINGHAM_3_SSW,2009,US
1095557,113,1040,2438,982,USC00450628,46.2833,-119.5,BENTON_CITY_2_NW,1961,US
1095607,46,642,2125,793,USC00450668,45.9981,-120.3006,BICKLETON,1961,US
1095613,174,352,1952,844,USC00450668,45.9981,-120.3006,BICKLETON,1967,US
1095619,-295,725,1934,0,USC00450668,45.9981,-120.3006,BICKLETON,1973,US
1095625,-785,639,1944,1006,USC00450668,45.9981,-120.3006,BICKLETON,1979,US
1095631,-472,769,0,0,USC00450668,45.9981,-120.3006,BICKLETON,1985,US
1095637,-193,644,1925,923,USC00450668,45.9981,-120.3006,BICKLETON,1991,US
1095643,-98,0,2016,0,USC00450668,45.9981,-120.3006,BICKLETON,1997,US
1095649,180,596,0,0,USC00450668,45.9981,-120.3006,BICKLETON,2003,US
1095655,-200,590,1970,553,USC00450668,45.9981,-120.3006,BICKLETON,2009,US
1095657,427,848,1752,0,USC00450729,48.9775,-122.7928,BLAINE,1961,US
1095663,435,733,1681,1111,USC00450729,48.9775,-122.7928,BLAINE,1967,US
1095669,255,811,1574,0,USC00450729,48.9775,-122.7928,BLAINE,1973,US
1095687,128,889,1739,848,USC00450729,48.9775,-122.7928,BLAINE,1991,US
1095693,351,895,1736,1028,USC00450729,48.9775,-122.7928,BLAINE,1997,US
1095705,253,902,0,0,USC00450729,48.9775,-122.7928,BLAINE,2009,US
1095825,0,1116,2031,32,USC00450844,48.9947,-117.3544,BOUNDARY_DAM,1979,US
1095831,-507,0,0,0,USC00450844,48.9947,-117.3544,BOUNDARY_DAM,1985,US
1095837,-661,742,1834,628,USC00450844,48.9947,-117.3544,BOUNDARY_DAM,1991,US
1095843,-373,551,1840,789,USC00450844,48.9947,-117.3544,BOUNDARY_DAM,1997,US
1095849,-60,777,2127,882,USC00450844,48.9947,-117.3544,BOUNDARY_DAM,2003,US
1095855,-377,0,0,0,USC00450844,48.9947,-117.3544,BOUNDARY_DAM,2009,US
1095857,637,946,1920,1091,USC00450872,47.5689,-122.6828,BREMERTON,1961,US
1095863,575,840,1867,1222,USC00450872,47.5689,-122.6828,BREMERTON,1967,US
1095869,379,1020,0,0,USC00450872,47.5689,-122.6828,BREMERTON,1973,US
1095875,213,1043,1933,1235,USC00450872,47.5689,-122.6828,BREMERTON,1979,US
1095881,366,982,2035,0,USC00450872,47.5689,-122.6828,BREMERTON,1985,US
1095887,449,0,0,640,USC00450872,47.5689,-122.6828,BREMERTON,1991,US
1095893,547,1514,2012,0,USC00450872,47.5689,-122.6828,BREMERTON,1997,US
1095899,778,969,1990,1282,USC00450872,47.5689,-122.6828,BREMERTON,2003,US
1095905,391,914,2033,0,USC00450872,47.5689,-122.6828,BREMERTON,2009,US
1095957,752,922,1895,1069,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,1961,US
1095963,534,750,1833,1193,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,1967,US
1095969,373,992,1806,1114,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,1973,US
1095975,127,960,1886,1138,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,1979,US
1095981,200,1041,2080,1013,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,1985,US
1095993,498,979,1756,1053,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,1997,US
1095999,710,916,1933,0,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,2003,US
1096005,321,879,2011,997,USC00450945,47.1694,-122.0036,BUCKLEY_1_NE,2009,US
1096007,-216,314,1640,500,USC00450969,46.8667,-121.3,BUMPING_LAKE,1961,US
1096075,-489,0,0,0,USC00451160,45.8678,-121.9733,CARSON_FISH_HATCHERY,1979,US
1096081,-162,777,1949,762,USC00451160,45.8678,-121.9733,CARSON_FISH_HATCHERY,1985,US
1096087,-5,716,1813,923,USC00451160,45.8678,-121.9733,CARSON_FISH_HATCHERY,1991,US
1096093,38,639,1702,870,USC00451160,45.8678,-121.9733,CARSON_FISH_HATCHERY,1997,US
1096099,352,762,1939,1111,USC00451160,45.8678,-121.9733,CARSON_FISH_HATCHERY,2003,US
1096105,-19,669,2006,810,USC00451160,45.8678,-121.9733,CARSON_FISH_HATCHERY,2009,US
1096157,523,558,1633,742,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1961,US
1096163,314,435,1578,915,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1967,US
1096169,22,634,1498,801,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1973,US
1096175,-238,597,1554,951,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1979,US
1096181,112,624,1856,778,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1985,US
1096187,13,578,1606,868,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1991,US
1096193,154,559,1476,741,USC00451233,47.4144,-121.7561,CEDAR_LAKE,1997,US
1096199,472,560,1664,941,USC00451233,47.4144,-121.7561,CEDAR_LAKE,2003,US
1096205,222,508,0,0,USC00451233,47.4144,-121.7561,CEDAR_LAKE,2009,US
1096257,609,889,1903,1013,USC00451276,46.72,-122.9528,CENTRALIA,1961,US
1096263,541,753,1793,1174,USC00451276,46.72,-122.9528,CENTRALIA,1967,US
1096269,293,983,1844,1038,USC00451276,46.72,-122.9528,CENTRALIA,1973,US
1096275,-25,985,1866,1182,USC00451276,46.72,-122.9528,CENTRALIA,1979,US
1096281,210,1004,2013,1005,USC00451276,46.72,-122.9528,CENTRALIA,1985,US
1096287,316,917,1864,1067,USC00451276,46.72,-122.9528,CENTRALIA,1991,US
1096293,436,0,0,0,USC00451276,46.72,-122.9528,CENTRALIA,1997,US
1096299,666,926,1953,0,USC00451276,46.72,-122.9528,CENTRALIA,2003,US
1096305,397,937,0,0,USC00451276,46.72,-122.9528,CENTRALIA,2009,US
1096307,-121,913,2295,860,USC00451350,47.8344,-120.0006,CHELAN,1961,US
1096313,112,691,2229,940,USC00451350,47.8344,-120.0006,CHELAN,1967,US
1096319,-394,1038,2236,915,USC00451350,47.8344,-120.0006,CHELAN,1973,US
1096325,-873,911,2277,1135,USC00451350,47.8344,-120.0006,CHELAN,1979,US
1096331,-484,0,0,0,USC00451350,47.8344,-120.0006,CHELAN,1985,US
