,Unnamed: 0,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY,Lat,Long
691,1022,"Clay County Council on Aging, Inc., dba Clay Transit",DR,DO,Active,Full Reporter,Green Cove Springs,FL,40,"Jacksonville, FL",530.0,1065219.0,881.0,210000.0,2017.0,12.0,2017.0,619854.0,86573.0,7.1599,25132.0,1815462.0,20.9703,0.2903,29.9919085,-81.6781467
692,1023,"Clay County Council on Aging, Inc., dba Clay Transit",MB,DO,Active,Full Reporter,Green Cove Springs,FL,40,"Jacksonville, FL",530.0,1065219.0,881.0,210000.0,2017.0,12.0,2017.0,759810.0,42842.0,17.7352,30632.0,479587.0,11.1943,0.715,29.9919085,-81.6781467
693,1025,"The Looper Group, Inc.",MB,DO,Active,Full Reporter,St. Petersburg,FL,17,"Tampa-St. Petersburg, FL",957.0,2441770.0,3.0,15882.0,2017.0,3.0,2017.0,57516.0,49677.0,1.1578,12718.0,343544.0,6.9156,0.256,59.938732,30.316229
694,1026,"Jolley Trolley Transportation of Clearwater, Inc.",MB,DO,Active,Full Reporter,Clearwater,FL,17,"Tampa-St. Petersburg, FL",957.0,2441770.0,21.0,62821.0,2017.0,9.0,2017.0,2154295.0,440049.0,4.8956,426398.0,1958539.0,4.4507,0.9690000000000001,27.9658533,-82.8001026
695,1028,North Central Alabama Regional Council of Governments,DR,DO,Active,Full Reporter,Decatur,AL,392,"Decatur, AL",58.0,70436.0,1316.0,152680.0,2017.0,9.0,2017.0,501751.0,174826.0,2.87,145852.0,1501214.0,8.5869,0.8343,39.8454163,-88.9524151
696,1030,Baldwin County Commission,DR,DO,Active,Full Reporter,Robertsdale,AL,458,"Daphne-Fairhope, AL",55.0,57383.0,2027.0,203709.0,2017.0,9.0,2017.0,7912914.0,365783.0,21.6328,425967.0,2839420.0,7.7626,1.1645,30.5538048,-87.7119324
697,1032,Flagler Co. Public Transportation,DR,DO,Active,Full Reporter,Bunnell,FL,109,"Palm Coast-Daytona Beach-Port Orange, FL",179.0,349064.0,571.0,105157.0,2017.0,9.0,2017.0,646205.0,113927.0,5.6721,177039.0,1525448.0,13.3897,1.554,29.4657731,-81.2576832
698,1033,"Audubon Area Community Services, Inc.",DR,DO,Active,Full Reporter,Owensboro,KY,391,"Owensboro, KY",34.0,70543.0,2693.0,216306.0,2017.0,6.0,2017.0,1988410.0,211269.0,9.4117,142054.0,5120373.0,24.2363,0.6724,37.7742152,-87.1133304
699,1034,City of Fort Lauderdale,FB,PT,Active,Full Reporter,Fort Lauderdale,FL,4,"Miami, FL",1239.0,5502379.0,18.0,86505.0,2017.0,9.0,2017.0,17528.0,60815.0,0.2882,0.0,177449.0,2.9178,0.0,26.1223084,-80.1433786
700,1035,City of Fort Lauderdale,MB,PT,Active,Full Reporter,Fort Lauderdale,FL,4,"Miami, FL",1239.0,5502379.0,18.0,86505.0,2017.0,9.0,2017.0,1045892.0,271860.0,3.8472,90820.0,1607328.0,5.9123,0.3341,26.1223084,-80.1433786
701,1036,City of Appleton - Valley Transit,DR,PT,Active,Full Reporter,Appleton,WI,165,"Appleton, WI",104.0,216154.0,117.0,216154.0,2017.0,12.0,2017.0,1430403.0,157412.0,9.087,781655.0,2163729.0,13.7456,4.9657,44.2611337,-88.4067604
702,1037,City of Appleton - Valley Transit,MB,DO,Active,Full Reporter,Appleton,WI,165,"Appleton, WI",104.0,216154.0,117.0,216154.0,2017.0,12.0,2017.0,4347479.0,961596.0,4.5211,788481.0,5223046.0,5.4316,0.82,44.2611337,-88.4067604
703,1038,City of Appleton - Valley Transit,MB,PT,Active,Full Reporter,Appleton,WI,165,"Appleton, WI",104.0,216154.0,117.0,216154.0,2017.0,12.0,2017.0,358914.0,27826.0,12.8985,0.0,332410.0,11.946,0.0,44.2611337,-88.4067604
704,1039,Green Bay Metro,DR,PT,Active,Full Reporter,Green Bay,WI,176,"Green Bay, WI",105.0,206520.0,90.0,176180.0,2017.0,12.0,2017.0,294537.0,38476.0,7.6551,130241.0,1046174.0,27.1903,3.385,44.5126379,-88.0125794
705,1040,Green Bay Metro,MB,DO,Active,Full Reporter,Green Bay,WI,176,"Green Bay, WI",105.0,206520.0,90.0,176180.0,2017.0,12.0,2017.0,3917626.0,1242910.0,3.1519999999999997,709595.0,6249168.0,5.0279,0.5709,44.5126379,-88.0125794
706,1041,Kenosha Transit,DR,PT,Active,Full Reporter,Kenosha,WI,256,"Kenosha, WI-IL",51.0,124064.0,27.0,99894.0,2017.0,12.0,2017.0,156290.0,28520.0,5.48,98232.0,445398.0,15.617,3.4443,42.5846773,-87.8212263
707,1043,Kenosha Transit,MB,DO,Active,Full Reporter,Kenosha,WI,256,"Kenosha, WI-IL",51.0,124064.0,27.0,99894.0,2017.0,12.0,2017.0,4033508.0,1268399.0,3.18,692799.0,6242092.0,4.9212,0.5462,42.5846773,-87.8212263
708,1044,Kenosha Transit,SR,DO,Active,Full Reporter,Kenosha,WI,256,"Kenosha, WI-IL",51.0,124064.0,27.0,99894.0,2017.0,12.0,2017.0,50534.0,45120.0,1.12,25446.0,382017.0,8.4667,0.564,42.5846773,-87.8212263
709,1045,LaCrosse Municipal Transit Utility,DR,PT,Active,Full Reporter,La Crosse,WI,298,"La Crosse, WI-MN",51.0,100868.0,36.0,71201.0,2017.0,12.0,2017.0,141312.0,25842.0,5.4683,294666.0,525466.0,20.3338,11.4026,43.8014053,-91.2395429
710,1046,LaCrosse Municipal Transit Utility,MB,DO,Active,Full Reporter,La Crosse,WI,298,"La Crosse, WI-MN",51.0,100868.0,36.0,71201.0,2017.0,12.0,2017.0,2997942.0,999955.0,2.9981,610973.0,5153871.0,5.1541,0.611,43.8014053,-91.2395429
711,1048,Metro Transit System,DR,DO,Active,Full Reporter,Madison,WI,92,"Madison, WI",151.0,401661.0,72.0,248051.0,2017.0,12.0,2017.0,209315.0,52848.0,3.9607,93019.0,2316573.0,43.8346,1.7601,43.074761,-89.3837613
712,1049,Metro Transit System,DR,PT,Active,Full Reporter,Madison,WI,92,"Madison, WI",151.0,401661.0,72.0,248051.0,2017.0,12.0,2017.0,1499519.0,238170.0,6.296,221071.0,4914182.0,20.6331,0.9282,43.074761,-89.3837613
713,1050,Metro Transit System,MB,DO,Active,Full Reporter,Madison,WI,92,"Madison, WI",151.0,401661.0,72.0,248051.0,2017.0,12.0,2017.0,50606786.0,12817077.0,3.9484,12847443.0,47343970.0,3.6938,1.0024,43.074761,-89.3837613
714,1051,Belle Urban System - Racine,CB,PT,Active,Full Reporter,Racine,WI,239,"Racine, WI",49.0,133700.0,27.0,112100.0,2017.0,12.0,2017.0,1311326.0,52383.0,25.0334,159478.0,1030177.0,19.6662,3.0445,42.7260523,-87.7825242
715,1052,Belle Urban System - Racine,DR,DO,Active,Full Reporter,Racine,WI,239,"Racine, WI",49.0,133700.0,27.0,112100.0,2017.0,12.0,2017.0,132824.0,30666.0,4.3313,94522.0,741686.0,24.1859,3.0823,42.7260523,-87.7825242
716,1054,Belle Urban System - Racine,MB,DO,Active,Full Reporter,Racine,WI,239,"Racine, WI",49.0,133700.0,27.0,112100.0,2017.0,12.0,2017.0,3524190.0,1128650.0,3.1225,1024246.0,6353802.0,5.6296,0.9075,42.7260523,-87.7825242
717,1056,Milwaukee County Transit System,DR,PT,Active,Full Reporter,Milwaukee,WI,35,"Milwaukee, WI",546.0,1376476.0,237.0,951448.0,2017.0,12.0,2017.0,3007663.0,447090.0,6.7272,1441150.0,14138814.0,31.6241,3.2234,43.0349931,-87.922497
718,1058,Milwaukee County Transit System,MB,DO,Active,Full Reporter,Milwaukee,WI,35,"Milwaukee, WI",546.0,1376476.0,237.0,951448.0,2017.0,12.0,2017.0,120815722.0,34606043.0,3.4912,32183979.0,128868705.0,3.7239,0.93,43.0349931,-87.922497
719,1062,GO Transit,DT,PT,Active,Full Reporter,Oshkosh,WI,376,"Oshkosh, WI",31.0,74495.0,25.0,66083.0,2017.0,12.0,2017.0,285832.0,79398.0,3.6,405159.0,1130289.0,14.2357,5.1029,44.0206919,-88.5408574
720,1063,GO Transit,MB,DO,Active,Full Reporter,Oshkosh,WI,376,"Oshkosh, WI",31.0,74495.0,25.0,66083.0,2017.0,12.0,2017.0,1751658.0,883937.0,1.9817,462296.0,3283403.0,3.7145,0.523,44.0206919,-88.5408574
721,1064,GO Transit,MB,PT,Active,Full Reporter,Oshkosh,WI,376,"Oshkosh, WI",31.0,74495.0,25.0,66083.0,2017.0,12.0,2017.0,160408.0,17773.0,9.0254,13709.0,154654.0,8.7016,0.7713,44.0206919,-88.5408574
722,1066,METRO Regional Transit Authority,DR,DO,Active,Full Reporter,Akron,OH,71,"Akron, OH",325.0,569499.0,420.0,541372.0,2017.0,12.0,2017.0,1715310.0,265833.0,6.4526,605280.0,9011390.0,33.8987,2.2769,41.083064,-81.518485
723,1069,METRO Regional Transit Authority,MB,DO,Active,Full Reporter,Akron,OH,71,"Akron, OH",325.0,569499.0,420.0,541372.0,2017.0,12.0,2017.0,20098245.0,4885178.0,4.1141,3537154.0,40236855.0,8.2365,0.7241,41.083064,-81.518485
724,1070,Stark Area Regional Transit Authority,DR,DO,Active,Full Reporter,Canton,OH,135,"Canton, OH",166.0,279245.0,581.0,372542.0,2017.0,12.0,2017.0,1481485.0,162388.0,9.1231,643743.0,6702714.0,41.2759,3.9642,23.1301964,113.2592945
725,1071,Stark Area Regional Transit Authority,MB,DO,Active,Full Reporter,Canton,OH,135,"Canton, OH",166.0,279245.0,581.0,372542.0,2017.0,12.0,2017.0,15613135.0,2261179.0,6.9049,1483114.0,13361891.0,5.9093,0.6559,23.1301964,113.2592945
726,1072,Southwest Ohio Regional Transit Authority,DR,PT,Active,Full Reporter,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788.0,1624827.0,262.0,845303.0,2017.0,12.0,2017.0,2219697.0,227896.0,9.74,981780.0,7303477.0,32.0474,4.308,39.1014537,-84.5124602
727,1073,Southwest Ohio Regional Transit Authority,MB,DO,Active,Full Reporter,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788.0,1624827.0,262.0,845303.0,2017.0,12.0,2017.0,80448290.0,14265533.0,5.6393,26621620.0,85884879.0,6.0204,1.8661,39.1014537,-84.5124602
728,1074,Southwest Ohio Regional Transit Authority,SR,PT,Active,Full Reporter,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788.0,1624827.0,262.0,845303.0,2017.0,12.0,2017.0,827853.0,578180.0,1.4318,455323.0,3732465.0,6.4555,0.7875,39.1014537,-84.5124602
729,1075,The Greater Cleveland Regional Transit Authority,DR,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,2191517.0,268022.0,8.1766,1119889.0,25900513.0,96.6358,4.1783,41.5051613,-81.6934446
730,1076,The Greater Cleveland Regional Transit Authority,DR,PT,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,2700982.0,325632.0,8.2946,417338.0,9803647.0,30.1065,1.2816,41.5051613,-81.6934446
731,1077,The Greater Cleveland Regional Transit Authority,HR,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,37907589.0,5904814.0,6.4198,7313086.0,37031444.0,6.2714,1.2385,41.5051613,-81.6934446
732,1078,The Greater Cleveland Regional Transit Authority,LR,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,12789989.0,2114753.0,6.047999999999999,2967087.0,12741916.0,6.0253,1.403,41.5051613,-81.6934446
733,1079,The Greater Cleveland Regional Transit Authority,MB,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,112204045.0,26711874.0,4.2005,30403791.0,163471665.0,6.1198,1.1382,41.5051613,-81.6934446
734,1080,The Greater Cleveland Regional Transit Authority,RB,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,10429796.0,4219838.0,2.4716,4510518.0,6161689.0,1.4602,1.0689,41.5051613,-81.6934446
735,1081,The Greater Cleveland Regional Transit Authority,VP,PT,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,524210.0,17906.0,29.2757,62451.0,36653.0,2.0469999999999997,3.4877,41.5051613,-81.6934446
736,1082,Central Ohio Transit Authority,DR,PT,Active,Full Reporter,Columbus,OH,36,"Columbus, OH",510.0,1368035.0,324.0,1060666.0,2017.0,12.0,2017.0,3066136.0,287242.0,10.6744,871821.0,9950304.0,34.6408,3.0351,39.9622601,-83.0007065
737,1083,Central Ohio Transit Authority,MB,DO,Active,Full Reporter,Columbus,OH,36,"Columbus, OH",510.0,1368035.0,324.0,1060666.0,2017.0,12.0,2017.0,68304612.0,18401546.0,3.7119,18816434.0,134095530.0,7.2872,1.0225,39.9622601,-83.0007065
738,1084,Greater Dayton Regional Transit Authority,DR,DO,Active,Full Reporter,Dayton,OH,59,"Dayton, OH",351.0,724091.0,274.0,559062.0,2017.0,12.0,2017.0,1862657.0,194586.0,9.5724,791268.0,15599473.0,80.1675,4.0664,39.7589478,-84.1916069
739,1086,Greater Dayton Regional Transit Authority,MB,DO,Active,Full Reporter,Dayton,OH,59,"Dayton, OH",351.0,724091.0,274.0,559062.0,2017.0,12.0,2017.0,46809898.0,6944925.0,6.7402,5994070.0,48646246.0,7.0046,0.8631,39.7589478,-84.1916069
740,1088,Greater Dayton Regional Transit Authority,TB,DO,Active,Full Reporter,Dayton,OH,59,"Dayton, OH",351.0,724091.0,274.0,559062.0,2017.0,12.0,2017.0,8019450.0,1932769.0,4.1492,917571.0,9907817.0,5.1262,0.4747,39.7589478,-84.1916069
741,1095,Portage Area Regional Transportation Authority,DR,DO,Active,Full Reporter,Kent,OH,71,"Akron, OH",325.0,569499.0,492.0,161494.0,2017.0,12.0,2017.0,776962.0,89874.0,8.645,282197.0,4028182.0,44.8203,3.1399,51.2474823,0.7105077
742,1096,Portage Area Regional Transportation Authority,MB,DO,Active,Full Reporter,Kent,OH,71,"Akron, OH",325.0,569499.0,492.0,161494.0,2017.0,12.0,2017.0,3063705.0,1164796.0,2.6303,2402502.0,4786221.0,4.1091,2.0626,51.2474823,0.7105077
743,1097,Toledo Area Regional Transit Authority,DR,DO,Active,Full Reporter,Toledo,OH,80,"Toledo, OH-MI",240.0,507643.0,140.0,366314.0,2017.0,12.0,2017.0,2561270.0,252714.0,10.1351,647535.0,6574774.0,26.0167,2.5623,41.6786754,-83.5127283
744,1098,Toledo Area Regional Transit Authority,DR,PT,Active,Full Reporter,Toledo,OH,80,"Toledo, OH-MI",240.0,507643.0,140.0,366314.0,2017.0,12.0,2017.0,252509.0,46079.0,5.4799,115199.0,1077915.0,23.3928,2.5,41.6786754,-83.5127283
745,1099,Toledo Area Regional Transit Authority,MB,DO,Active,Full Reporter,Toledo,OH,80,"Toledo, OH-MI",240.0,507643.0,140.0,366314.0,2017.0,12.0,2017.0,10667513.0,2534517.0,4.2089,4611934.0,20917335.0,8.253,1.8197,41.6786754,-83.5127283
746,1100,Western Reserve Transit Authority,DR,DO,Active,Full Reporter,Youngstown,OH,97,"Youngstown, OH-PA",241.0,387550.0,216.0,238823.0,2017.0,12.0,2017.0,360652.0,44870.0,8.0377,92644.0,1716348.0,38.2516,2.0647,41.1035786,-80.6520161
747,1101,Western Reserve Transit Authority,MB,DO,Active,Full Reporter,Youngstown,OH,97,"Youngstown, OH-PA",241.0,387550.0,216.0,238823.0,2017.0,12.0,2017.0,6058990.0,1470971.0,4.119,893034.0,8862344.0,6.0248,0.6071,41.1035786,-80.6520161
748,1102,Duluth Transit Authority,DR,PT,Active,Full Reporter,Duluth,MN,260,"Duluth, MN-WI",70.0,120378.0,69.0,102334.0,2017.0,12.0,2017.0,139677.0,30387.0,4.5966,66927.0,925001.0,30.4407,2.2025,46.7729322,-92.1251218
749,1103,Duluth Transit Authority,MB,DO,Active,Full Reporter,Duluth,MN,260,"Duluth, MN-WI",70.0,120378.0,69.0,102334.0,2017.0,12.0,2017.0,10920098.0,2786702.0,3.9186,2433944.0,15680025.0,5.6267,0.8734,46.7729322,-92.1251218
750,1104,"City of Moorhead, DBA: Metropolitan Area Transit",DR,PT,Active,Full Reporter,Moorhead,MN,194,"Fargo, ND-MN",70.0,176676.0,26.0,47061.0,2017.0,12.0,2017.0,42043.0,10907.0,3.8547,61242.0,259924.0,23.8309,5.6149,46.8739081,-96.7538674
751,1105,"City of Moorhead, DBA: Metropolitan Area Transit",MB,PT,Active,Full Reporter,Moorhead,MN,194,"Fargo, ND-MN",70.0,176676.0,26.0,47061.0,2017.0,12.0,2017.0,1741391.0,451854.0,3.8539,312938.0,2139606.0,4.7352,0.6926,46.8739081,-96.7538674
752,1106,Metro Transit,CR,PT,Active,Full Reporter,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI",1022.0,2650890.0,653.0,1837223.0,2017.0,12.0,2017.0,19441485.0,793798.0,24.4917,2516900.0,15261800.0,19.2263,3.1707,44.9706705,-93.268217735811
753,1107,Metro Transit,LR,DO,Active,Full Reporter,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI",1022.0,2650890.0,653.0,1837223.0,2017.0,12.0,2017.0,102035173.0,23810995.0,4.2852,24144349.0,70924094.0,2.9786,1.014,44.9706705,-93.268217735811
754,1108,Metro Transit,MB,DO,Active,Full Reporter,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI",1022.0,2650890.0,653.0,1837223.0,2017.0,12.0,2017.0,237929456.0,57322632.0,4.1507,66307058.0,290671637.0,5.0708,1.1567,44.9706705,-93.268217735811
755,1109,St. Cloud Metropolitan Transit Commission,CB,DO,Active,Full Reporter,St. Cloud,MN,281,"St. Cloud, MN",50.0,110621.0,29.0,103018.0,2017.0,9.0,2017.0,1379747.0,50305.0,27.4276,83563.0,855407.0,17.0044,1.6611,45.5616075,-94.1642004
756,1110,St. Cloud Metropolitan Transit Commission,DR,DO,Active,Full Reporter,St. Cloud,MN,281,"St. Cloud, MN",50.0,110621.0,29.0,103018.0,2017.0,9.0,2017.0,586813.0,136422.0,4.3015,380355.0,3697826.0,27.1058,2.7881,45.5616075,-94.1642004
757,1111,St. Cloud Metropolitan Transit Commission,MB,DO,Active,Full Reporter,St. Cloud,MN,281,"St. Cloud, MN",50.0,110621.0,29.0,103018.0,2017.0,9.0,2017.0,5383379.0,1754333.0,3.0686,1076494.0,7562188.0,4.3106,0.6136,45.5616075,-94.1642004
758,1112,Bay Metropolitan Transit Authority,DR,DO,Active,Full Reporter,Bay City,MI,390,"Bay City, MI",40.0,70585.0,442.0,106832.0,2017.0,9.0,2017.0,432582.0,48161.0,8.982000000000001,77025.0,2713027.0,56.3324,1.5993,28.9827565,-95.969402
759,1113,Bay Metropolitan Transit Authority,MB,DO,Active,Full Reporter,Bay City,MI,390,"Bay City, MI",40.0,70585.0,442.0,106832.0,2017.0,9.0,2017.0,3382003.0,487472.0,6.9378,638933.0,5573295.0,11.4331,1.3107,28.9827565,-95.969402
760,1116,Suburban Mobility Authority for Regional Transportation,DR,DO,Active,Full Reporter,Detroit,MI,11,"Detroit, MI",1337.0,3734090.0,1074.0,3424477.0,2017.0,6.0,2017.0,2722158.0,314337.0,8.66,541707.0,18859163.0,59.9966,1.7233,42.3315509,-83.0466403
761,1117,Suburban Mobility Authority for Regional Transportation,DR,PT,Active,Full Reporter,Detroit,MI,11,"Detroit, MI",1337.0,3734090.0,1074.0,3424477.0,2017.0,6.0,2017.0,384652.0,98044.0,3.9233,330535.0,1642692.0,16.7546,3.3713,42.3315509,-83.0466403
762,1118,Suburban Mobility Authority for Regional Transportation,MB,DO,Active,Full Reporter,Detroit,MI,11,"Detroit, MI",1337.0,3734090.0,1074.0,3424477.0,2017.0,6.0,2017.0,67164377.0,8202341.0,8.1884,11148687.0,80885488.0,9.8613,1.3592,42.3315509,-83.0466403
763,1120,Mass Transportation Authority,DR,DO,Active,Full Reporter,Flint,MI,106,"Flint, MI",236.0,356218.0,640.0,418408.0,2017.0,9.0,2017.0,5009662.0,525743.0,9.5287,805127.0,14740623.0,28.0377,1.5314,53.2492828,-3.1345262
764,1121,Mass Transportation Authority,DR,PT,Active,Full Reporter,Flint,MI,106,"Flint, MI",236.0,356218.0,640.0,418408.0,2017.0,9.0,2017.0,113149.0,3615.0,31.2999,8562.0,115176.0,31.8606,2.3685,53.2492828,-3.1345262
765,1122,Mass Transportation Authority,MB,DO,Active,Full Reporter,Flint,MI,106,"Flint, MI",236.0,356218.0,640.0,418408.0,2017.0,9.0,2017.0,29298840.0,4542455.0,6.45,5151778.0,17509971.0,3.8547,1.1341,53.2492828,-3.1345262
766,1123,Interurban Transit Partnership,DR,PT,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,4724517.0,355255.0,13.2989,1037657.0,7625447.0,21.4647,2.9209,42.9632405,-85.6678639
767,1125,Interurban Transit Partnership,MB,DO,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,32209039.0,9760315.0,3.3,8403906.0,32775208.0,3.358,0.861,42.9632405,-85.6678639
768,1126,Interurban Transit Partnership,RB,DO,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,2509691.0,817489.0,3.07,856900.0,2098600.0,2.5671,1.0482,42.9632405,-85.6678639
769,1127,Interurban Transit Partnership,VP,DO,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,1741020.0,39911.0,43.6226,147301.0,334030.0,8.3694,3.6907,42.9632405,-85.6678639
770,1128,City of Jackson Transportation Authority,DR,DO,Active,Full Reporter,Jackson,MI,324,"Jackson, MI",58.0,90057.0,702.0,159494.0,2017.0,9.0,2017.0,130384.0,36449.0,3.5772,74450.0,1544801.0,42.3825,2.0426,32.2990384,-90.1847691
771,1130,City of Jackson Transportation Authority,MB,DO,Active,Full Reporter,Jackson,MI,324,"Jackson, MI",58.0,90057.0,702.0,159494.0,2017.0,9.0,2017.0,1399405.0,486263.0,2.8779,348274.0,2532274.0,5.2076,0.7162,32.2990384,-90.1847691
772,1132,Kalamazoo Metro Transit System,DR,PT,Active,Full Reporter,Kalamazoo,MI,173,"Kalamazoo, MI",132.0,209703.0,69.0,209555.0,2017.0,9.0,2017.0,1668230.0,161820.0,10.3092,581514.0,4705793.0,29.0804,3.5936,42.291707,-85.5872286
773,1133,Kalamazoo Metro Transit System,MB,DO,Active,Full Reporter,Kalamazoo,MI,173,"Kalamazoo, MI",132.0,209703.0,69.0,209555.0,2017.0,9.0,2017.0,10142486.0,2737691.0,3.7048,2630545.0,10978076.0,4.01,0.9609,42.291707,-85.5872286
774,1135,Capital Area Transportation Authority,DR,DO,Active,Full Reporter,Lansing,MI,118,"Lansing, MI",158.0,313532.0,136.0,289629.0,2017.0,9.0,2017.0,657051.0,153088.0,4.292,867290.0,6312271.0,41.233000000000004,5.6653,42.7337712,-84.5553805
775,1136,Capital Area Transportation Authority,DR,PT,Active,Full Reporter,Lansing,MI,118,"Lansing, MI",158.0,313532.0,136.0,289629.0,2017.0,9.0,2017.0,2846188.0,348220.0,8.1735,239112.0,7670240.0,22.026999999999997,0.6867,42.7337712,-84.5553805
776,1137,Capital Area Transportation Authority,MB,DO,Active,Full Reporter,Lansing,MI,118,"Lansing, MI",158.0,313532.0,136.0,289629.0,2017.0,9.0,2017.0,29753135.0,9740032.0,3.0547,5802218.0,30213694.0,3.102,0.5957,42.7337712,-84.5553805
777,1144,Saginaw Transit Authority Regional Service,DR,DO,Active,Full Reporter,Saginaw,MI,253,"Saginaw, MI",71.0,126265.0,63.0,200169.0,2017.0,9.0,2017.0,0.0,26312.0,0.0,88983.0,1835873.0,69.7732,3.3818,43.4200387,-83.9490365
778,1145,Saginaw Transit Authority Regional Service,MB,DO,Active,Full Reporter,Saginaw,MI,253,"Saginaw, MI",71.0,126265.0,63.0,200169.0,2017.0,9.0,2017.0,0.0,582279.0,0.0,630342.0,4374357.0,7.5125,1.0825,43.4200387,-83.9490365
779,1146,Ann Arbor Area Transportation Authority,CB,DO,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,445342.0,26212.0,16.99,115970.0,281309.0,10.7321,4.4243,42.2681569,-83.7312291
780,1147,Ann Arbor Area Transportation Authority,CB,PT,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,2247623.0,84752.0,26.52,1015255.0,1366918.0,16.1284,11.9791,42.2681569,-83.7312291
781,1149,Ann Arbor Area Transportation Authority,DR,PT,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,1427530.0,212637.0,6.7135,622419.0,6816993.0,32.0593,2.9271,42.2681569,-83.7312291
782,1150,Ann Arbor Area Transportation Authority,DT,PT,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,291463.0,28484.0,10.2325,129055.0,649939.0,22.8177,4.5308,42.2681569,-83.7312291
783,1151,Ann Arbor Area Transportation Authority,MB,DO,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,23183887.0,6596905.0,3.5144,4879796.0,29850581.0,4.5249,0.7397,42.2681569,-83.7312291
784,1156,East Chicago Transit,DR,DO,Active,Full Reporter,East Chicago,IN,3,"Chicago, IL-IN",2443.0,8608208.0,11.0,29698.0,2017.0,12.0,2017.0,20376.0,6300.0,3.2343,0.0,336805.0,53.4611,0.0,41.6397857,-87.4548466
785,1157,East Chicago Transit,MB,DO,Active,Full Reporter,East Chicago,IN,3,"Chicago, IL-IN",2443.0,8608208.0,11.0,29698.0,2017.0,12.0,2017.0,841381.0,121148.0,6.9451,0.0,965047.0,7.9659,0.0,41.6397857,-87.4548466
786,1158,Metropolitan Evansville Transit System,DR,DO,Active,Full Reporter,Evansville,IN,159,"Evansville, IN-KY",119.0,229351.0,45.0,119961.0,2017.0,12.0,2017.0,421707.0,67375.0,6.2591,405087.0,2080658.0,30.8818,6.0124,37.9747645,-87.5558483
787,1159,Metropolitan Evansville Transit System,MB,DO,Active,Full Reporter,Evansville,IN,159,"Evansville, IN-KY",119.0,229351.0,45.0,119961.0,2017.0,12.0,2017.0,5462151.0,1494212.0,3.6555,1341736.0,6129753.0,4.1023,0.898,37.9747645,-87.5558483
788,1160,Fort Wayne Public Transportation Corporation,DR,DO,Active,Full Reporter,Fort Wayne,IN,119,"Fort Wayne, IN",172.0,313492.0,111.0,268485.0,2017.0,12.0,2017.0,751928.0,83830.0,8.9697,186736.0,2372620.0,28.3028,2.2276,41.0799898,-85.1386015
