,FuelCode,StationName,Address,City,State_ABRR,Location,ZIP,Latitude,Longitude
11405,ELEC,WESTCORP,813-823 Coronado Center Dr,Henderson,NV,NEVADA,89052,36.001868,-115.1101648
11406,ELEC,WHOLE FOODS MKT,105 E Stacy Rd,Fairview,TX,TEXAS,75069,33.13109480000001,-96.6565774
11407,ELEC,IRVINE CO OFC,401 B Street,San Diego,CA,CALIFORNIA,92101,32.717404800000004,-117.1605699
11408,ELEC,Canopy Airport Parking - Denver International Airport,8100 Tower Rd,Commerce City,CO,COLORADO,80022,39.8435711,-104.77144
11409,ELEC,City of Milwaukie,10722 SE Main St,Milwaukie,OR,OREGON,97222,45.4449044,-122.6411851
11410,ELEC,MONOGRAM RES,8210 Crestwood Heights Dr,Tysons Corner,VA,VIRGINIA,22102,38.930426000000004,-77.2280368
11411,LPG,Heritage Propane,3700 Highway 515,Blairsville,GA,GEORGIA,30512,34.88009,-84.0974
11412,ELEC,CCSF - SFO,San Francisco International Airport International Parking Garage G,San Francisco,CA,CALIFORNIA,94128,37.6154652,-122.39307029999999
11413,ELEC,Suntrup Nissan-Volkswagen,6000 S Lindbergh Blvd,Saint Louis,MO,MISSOURI,63123,38.5204015,-90.344144
11414,ELEC,Western Avenue Nissan,7410 S Western Ave,Chicago,IL,ILLINOIS,60636,41.7588594,-87.6831642
11415,LPG,Enderby Gas,1405 W Highway 82,Gainesville,TX,TEXAS,76240,33.6421225,-97.1308537
11416,LPG,U-Haul,1235 Benner Pike,State College,PA,PENNSYLVANIA,16801,40.889207299999995,-77.7826238
11417,ELEC,South Charlotte Nissan,9215 S Blvd,Charlotte,NC,NORTH CAROLINA,28273,35.111292,-80.881867
11418,CNG,Montgomery County Agencies - Fleet Management Services,17000 Crabbs Branch Way,Gaithersburg,MD,MARYLAND,20855,39.132307899999994,-77.1709234
11419,ELEC,NRG eVgo - Whole Foods Market,733 Coddingtown Center,Santa Rosa,CA,CALIFORNIA,95401,38.458258,-122.73228799999998
11420,CNG,Peoples Natural Gas,1201 Pitt St,Wilkinsburg,PA,PENNSYLVANIA,15221,40.4461455,-79.88640790000001
11421,ELEC,SMUD Customer Service Center - Employee Parking Lot,6300 S St,Sacramento,CA,CALIFORNIA,95817,38.5517974,-121.4306558
11422,ELEC,Pi`ilani Village Shopping Center,225 Piikea Ave,Kihei,HI,HAWAII,96753,20.7522675,-156.4489386
11423,ELEC,BELLEVUE,999 164th Ave NE,Bellevue,WA,WASHINGTON,98008,47.618426,-122.12417759999998
11424,ELEC,Town of Maynard,12 Summer St,Maynard,MA,MASSACHUSETTS,1754,42.4331414,-71.4508045
11425,ELEC,Arundel Chamber of Commerce,16 Water St,Kennebunk,ME,MAINE,4043,43.384583500000005,-70.54127079999999
11426,ELEC,Southern California Edison - Antelope Valley Service Center,42060 10th St W,Lancaster,CA,CALIFORNIA,93539,34.6466339,-118.1476554
11427,ELEC,Kaimuki Shopping Center,3221 Waialae Ave,Honolulu,HI,HAWAII,96816,21.286612100000003,-157.8077935
11428,ELEC,Orange Coast Fiat,2524 Harbor Blvd,Costa Mesa,CA,CALIFORNIA,92626,33.6643929,-117.918508
11429,CNG,City of Ripon,339 Doak Blvd,Ripon,CA,CALIFORNIA,95366,37.730484000000004,-121.12688100000001
11430,ELEC,AmericInn Lodge & Suites - Tesla,811 E Plaza St,Albert Lea,MN,MINNESOTA,56007,43.6858647,-93.3585462
11431,ELEC,LEE COUNTY GOV,2201 2nd St,Fort Myers,FL,FLORIDA,33901,26.642744099999998,-81.86936949999999
11432,ELEC,Adolfson & Peterson Construction,797 Ventura St,Aurora,CO,COLORADO,80011,39.728871000000005,-104.77952909999999
11433,CNG,Regional Transportation Commission of Washoe County,600 Sutro St,Reno,NV,NEVADA,89512,39.535259,-119.79826899999999
11434,ELEC,GARAGE AT PO SQ,130 Congress St,Boston,MA,MASSACHUSETTS,2110,42.3561026,-71.05566230000001
11435,ELEC,El Camino Hospital,North Dr,Mountain View,CA,CALIFORNIA,94040,37.37052437,-122.0825769
11436,LPG,Suburban Propane,6101 Hamburg Pike,Jeffersonville,IN,INDIANA,47130,38.3494097,-85.74587679999999
11437,CNG,Questar Gas - Flying J Travel Plaza - Scipio,810 N 800 W,Scipio,UT,UTAH,84656,39.2552,-112.1168
11438,ELEC,350GREEN,191 E 3rd Ave,San Mateo,CA,CALIFORNIA,94401,37.5648727,-122.3241348
11439,ELEC,305 Garage Level 4 East Side,305 W. Washington,Phoenix,AZ,ARIZONA,85003,33.447736,-112.07838400000001
11440,ELEC,Rancho Sierra Vista - Administrative Parking Lot,4124 Potrero Rd,Newbury Park,CA,CALIFORNIA,91320,34.153742,-118.96473300000001
11441,ELEC,Kohl's Store #1056 Spring Hill,1020 Crossings Blvd,Spring Hill,TN,TENNESSEE,37174,35.739363,-86.941225
11442,LPG,Palestine Welding & Industrial Supply,7870 Highway 79 S,Palestine,TX,TEXAS,75801,31.712778000000004,-95.706497
11443,ELEC,Illinois Wesleyan University,1211 N Park St,Bloomington ,IL,ILLINOIS,61701,40.4900269,-88.9900269
11444,LPG,U-Haul,2315 W Division St,Arlington,TX,TEXAS,76012,32.736576,-97.146715
11445,ELEC,CENTURY PARK,2000 Avenue of the Stars,Los Angeles,CA,CALIFORNIA,90067,34.058200899999996,-118.4148123
11446,CNG,City of Dublin,6351 Shier-Rings Rd,Dublin,OH,OHIO,43016,40.093209,-83.16221
11447,ELEC,McDonald's - Bedford TX,2100 Central Park Blvd,Bedford,TX,TEXAS,76022,32.833533,-97.132836
11448,ELEC,AutoNation Nissan South Bay,14610 Hindry Ave,Hawthorne,CA,CALIFORNIA,90250,33.898998,-118.371545
11449,CNG,CNG 4 America - Rosenberg,26111 Southwest Fwy,Rosenberg,TX,TEXAS,77471,29.533465999999997,-95.775949
11450,LPG,INDOT - Michigan City Maintenance Unit,724 W US Highway 20,Michigan City,IN,INDIANA,46360,41.679437,-86.909142
11451,ELEC,DISCOVERY WORLD,500 N Harbor Dr,Milwaukee,WI,WISCONSIN,53202,43.03684620000001,-87.896759
11452,CNG,GAIN Clean Fuel,2561 Plant Atkinson Rd,Smyrna,GA,GEORGIA,30080,33.83416939999999,-84.4727001
11453,ELEC,UC SANTABARBARA,10 Parking Structure Mesa Rd.,Santa Barbara,CA,CALIFORNIA,93106,34.4156914,-119.8404541
11454,ELEC,Mall at Partridge Creek,17420 Hall Rd,Clinton Township,MI,MICHIGAN,48038,42.6276707,-82.9479058
11455,ELEC,Bob Allen Nissan,725 N Maple Ave,Danville,KY,KENTUCKY,40422,37.657957,-84.7835623
11456,ELEC,NATIONAL GRID,1 Correction Way,Ogdensburg,NY,NEW YORK,13669,44.7183402,-75.4559729
11457,ELEC,4700 BOHANNON,4700 Bannon Drive,Menlo Park,CA,CALIFORNIA,94025,37.4818589,-122.17903059999999
11458,ELEC,METRO NASHVILLE,800 2nd Ave S,Nashville,TN,TENNESSEE,37210,36.153102200000006,-86.76879179999999
11459,ELEC,Jeff Wyler Nissan,1117 State Route 32,Batavia,OH,OHIO,45103,39.0918896,-84.2520268
11460,ELEC,PCL-1201PINE459,1201 Pine St,Oakland,CA,CALIFORNIA,94607,37.8125745,-122.30050759999999
11461,LPG,Flying J ,653 W 1400 N,Beaver,UT,UTAH,84713,38.2930438,-112.6530192
11462,ELEC,Naval Submarine Base - Kings Bay - Upper Base,1063 USS Tennessee Ave,Kings Bay,GA,GEORGIA,31547,30.782905300000003,-81.5578593
11463,LPG,Handy Ace Hardware,4405 Hugh Howell Rd,Tucker,GA,GEORGIA,30084,33.849858600000005,-84.21069320000001
11464,LPG,AmeriGas,406 W McKinnon St,New Brockton,AL,ALABAMA,36351,31.390007699999998,-85.9348287
11465,LPG,Busch Distributors - Conoco,285 W 5th Ave,Colville,WA,WASHINGTON,99114,48.548559999999995,-117.90843629999999
11466,ELEC,Bertera Nissan,569 Oxford St S,Auburn,MA,MASSACHUSETTS,1501,42.182890500000006,-71.85130629999999
11467,LPG,Northwest Propane Gas Co,1515 W Belt Line Rd,Carrollton,TX,TEXAS,75006,32.951244,-96.918162
11468,ELEC,Klaben Ford Lincoln,1089 W Main St,Kent,OH,OHIO,44240,41.151759000000006,-81.380359
11469,ELEC,GOLDEN STATIONS,702 12th St.,Golden,CO,COLORADO,80401,39.7562931,-105.2207777
11470,ELEC,UC Davis Parking Garage,6 Howard Way,Davis,CA,CALIFORNIA,95616,38.544345,-121.75026000000001
11471,LPG,V-1 Propane,3166 Poleline Rd,Pocatello,ID,IDAHO,83201,42.891152000000005,-112.46566100000001
11472,CNG,American Natural Gas LLC,54 Doran Ave,Geneva,NY,NEW YORK,14456,42.881789000000005,-76.97145
11473,ELEC,Microsoft,14901-15165 NE 40th St,Redmond,WA,WASHINGTON,98052,47.64517975,-122.13794709999999
11474,CNG,Massachusetts Bay Transportation Authority - Cabot Yard,275 Dorchester Ave,Boston,MA,MASSACHUSETTS,2127,42.3389006,-71.0573849
11475,ELEC,350GREEN,6301 York Rd,Baltimore,MD,MARYLAND,21212,39.371482799999995,-76.6095734
11476,ELEC,JNS,2700 Ogden Ave,Downers Grove,IL,ILLINOIS,60515,41.8060255,-88.0509782
11477,ELEC,North Side Parking Garage (NSPG),University Dr/Asbury St,College Station,TX,TEXAS,77840,30.618792,-96.343853
11478,LPG,Blossman Gas Inc,26136 Highway 27,Crystal Springs,MS,MISSISSIPPI,39059,31.9860844,-90.2885658
11479,CNG,Groot Industries - Elk Grove Village,2500 Landmeier Rd,Elk Grove Village,IL,ILLINOIS,60007,42.01481,-87.9454
11480,CNG,Clean Energy - Downtown Dallas,801 S Riverfront Blvd,Dallas,TX,TEXAS,75207,32.7669635,-96.80752079999999
11481,ELEC,Sutherlin Nissan,13985 S Tamiami Tr,Fort Myers,FL,FLORIDA,33912,26.539431,-81.86912099999999
11482,ELEC,Robbins Nissan,18711 Highway 59 N,Humble,TX,TEXAS,77338,30.0117918,-95.42791940000001
11483,ELEC,THE PRESERVE,10422 Huebner Rd,San Antonio,TX,TEXAS,78240,29.5394497,-98.58202359999999
11484,ELEC,SCHAEFFER BMW,4920 New Centre Dr,Wilmington,NC,NORTH CAROLINA,28403,34.2424456,-77.879297
11485,ELEC,FISCAL TREAS WV,320 Avery St,Parkersburg,WV,WEST VIRGINIA,26101,39.262860499999995,-81.5603157
11486,ELEC,Emory Johns Creek Hospital,6325 Hospital Pkwy,Johns Creek,GA,GEORGIA,30097,34.067523,-84.175344
11487,ELEC,Pellissippi State (Blount County Campus),2731 W. Lamar Alexander Hwy,Friendsville,TN,TENNESSEE,37737,35.755076,-84.07224699999999
11488,ELEC,City of Sarasota - State Street Garage,1500 State St,Sarasota,FL,FLORIDA,34236,27.3356529,-82.5406358
11489,LPG,Dallas Butane Gas Co,707 W Commerce St,Dallas,TX,TEXAS,75208,32.773237,-96.83507890000001
11490,ELEC,Town of Superior - Community Park,1500 Coalton Rd,Superior,CO,COLORADO,80027,39.9284098,-105.1484919
11491,ELEC,Comfort Inn Blythewood,436 McNulty St,Blythewood,SC,SOUTH CAROLINA,29016,34.215099,-80.981489
11492,LPG,U-Haul,4426 Melrose Ave,Roanoke,VA,VIRGINIA,24017,37.29681,-80.00904399999999
11493,LPG,Conger LP Gas,427 W 7th St,Tifton,GA,GEORGIA,31794,31.4512642,-83.5193184
11494,ELEC,Piedmont Triad Regional Council,1398 Carrollton Crossing Dr,Kernsersville,NC,NORTH CAROLINA,27284,36.079558,-80.064636
11495,ELEC,Daisy Hill Bed & Breakfast,2816 Blair Blvd,Nashville,TN,TENNESSEE,37212,36.132042999999996,-86.814175
11496,LPG,U-Haul,3536 Red Bluff Rd,Pasadena,TX,TEXAS,77503,29.685095,-95.159921
11497,ELEC,Idaho Power - Boise Operations Center,10790 Franklin Rd,Boise,ID,IDAHO,83709,43.606094,-116.31812579999999
11498,ELEC,Northern Wake Tech Community College,6600 Louisburg Rd,Raleigh,NC,NORTH CAROLINA,27616,35.867552,-78.543695
11499,ELEC,Freudenberg-Nok-Manchester,47690 E Anchor Ct,Plymouth,MI,MICHIGAN,48170,42.386184,-83.517051
11500,ELEC,Greenville-Spartanburg International Airport - National Car Rental,2000 GSP Dr,Greer,SC,SOUTH CAROLINA,29651,34.884975,-82.220538
11501,ELEC,Marriott - Renaissance Los Angeles Airport Hotel,9620 Airport Blvd,Los Angeles,CA,CALIFORNIA,90045,33.9492,-118.385
11502,ELEC,Bishop Arts District - 7th Street Parking Lot,324 West 7th Street,Dallas,TX,TEXAS,75208,32.748761,-96.826846
11503,ELEC,CORP CENTER 1&2,1101 Skokie Blvd.,Northbrook,IL,ILLINOIS,60062,42.1317468,-87.78595920000001
11504,ELEC,LA HABRA MARKET,1331 W Imperial Hwy,La Habra,CA,CALIFORNIA,90631,33.9177219,-117.96126070000001
11505,ELEC,Westar Energy - Wichita Service Building,1900 E Central Ave,Wichita,KS,KANSAS,67214,37.695062,-97.313754
11506,CNG,Sun Metro,700 San Francisco Ave,El Paso,TX,TEXAS,79901,31.757389,-106.49586219999999
11507,ELEC,Benson Cadillac Nissan,I-585 and US 221,Spartanburg,SC,SOUTH CAROLINA,29303,34.96027539999999,-81.94107240000001
11508,ELEC,Saint Francis in the Foothills,4625 E. River Road,Tucson,AZ,ARIZONA,85718,32.281121,-110.894007
11509,ELEC,"Carl's Jr - 1751 S. Soto St., Los Angeles",1751 S. Soto Street,Los Angeles,CA,CALIFORNIA,90023,34.017707,-118.220129
11510,ELEC,Shoreline City Hall,17500 Midvale Ave N,Shoreline,WA,WASHINGTON,98133,47.756536,-122.34311699999999
11511,ELEC,Bellingham - Exit 252,222 36th St,Bellingham,WA,WASHINGTON,98325,48.731212,-122.4712006
11512,ELEC,Empire Lakewood Nissan,10345 W Colfax Ave,Lakewood,CO,COLORADO,80215,39.740768,-105.11199099999999
11513,ELEC,UNC,Paul Green Dr,Chapel Hill,NC,NORTH CAROLINA,27514,35.9114865,-79.0452047
11514,CNG,New York State Department of Transportation,351 West Ave,Saratoga Springs,NY,NEW YORK,12866,43.0627501,-73.8024364
11515,ELEC,"Midtown Market, Inc.",1534 6th Street,Bremerton,WA,WASHINGTON,98337,47.567190000000004,-122.64058500000002
11516,LPG,Pilot Travel Center,7300 W Okeechobee Rd,Fort Pierce,FL,FLORIDA,34945,27.4141408,-80.4001262
11517,ELEC,City of Houston Fleet - Tranquility Park Garage,501 Rusk St,Houston,TX,TEXAS,77002,29.76104,-95.368
11518,LPG,INDOT - Mishawaka Maintenance Unit,915 S Beiger St,Mishawaka,IN,INDIANA,46544,41.653215700000004,-86.1504319
11519,ELEC,Joe Machens Nissan,201 Nebraska Ave,Columbia,MO,MISSOURI,65203,38.967618,-92.334492
11520,LNG,Enviro Express Natural Gas,555 Wordin Ave,Bridgeport,CT,CONNECTICUT,6605,41.1645745,-73.206321
11521,LNG,Downs Energy - Fuel & Lubricants,27985 Diaz Rd,Temecula,CA,CALIFORNIA,92590,33.504061,-117.1603653
11522,ELEC,City of Boynton Beach - Ocean Front Park,6415 N Ocean Blvd,Boynton Beach,FL,FLORIDA,33435,26.530071000000003,-80.047609
11523,CNG,Fort Detrick,121 Hamilton St,Frederick,MD,MARYLAND,21702,39.431321999999994,-77.430572
11524,ELEC,Paul Walsh Nissan,2066 Eisenhower Pkwy,Macon,GA,GEORGIA,31206,32.813829999999996,-83.683515
11525,ELEC,Comfort Inn Shady Grove,16216 Frederick Road,Gaithersburg,MD,MARYLAND,20877,39.1214784,-77.17724670000001
11526,ELEC,WHITESTONE,13501 Raceway Dr,Northlake,TX,TEXAS,76262,33.024011,-97.27287199999999
11527,ELEC,Ridgefield - Exit 14,6370 N. 1st Circle,Ridgefield,WA,WASHINGTON,98642,45.817612700000005,-122.68356599999998
11528,ELEC,Zappos Family Campus,400 Stewart St,Las Vegas,NV,NEVADA,89101,36.17184,-115.14026000000001
11529,ELEC,Colonial Nissan,100 Myers Dr,Charlottesville,VA,VIRGINIA,22901,38.086121,-78.474663
11530,ELEC,Western Connecticut State University,190 White St,Danbury ,CT,CONNECTICUT,6810,41.399095,-73.44344
11531,ELEC,Maple Lawn,8160 Maple Lawn Blvd,Fulton,MD,MARYLAND,20759,39.149220899999996,-76.9046863
11532,ELEC,Main Location,"2100 Powell Street 
Suites 125",Emeryville,CA,CALIFORNIA,94608,37.839293,-122.298217
11533,ELEC,Spirent Communications,1325 Borregas Avenue,Sunnyvale,CA,CALIFORNIA,94089,37.414367,-122.017175
11534,LPG,Wallace Oil - Petro Products,514 N Main St,Morton,TX,TEXAS,79346,33.729398100000004,-102.75910209999999
11535,ELEC,MTA,11 Dorsey Station Dr,Elkridge,MD,MARYLAND,21075,39.181611700000005,-76.7468373
11536,ELEC,BMW BRIDGEWATER,655 US-206,Bridgewater,NJ,NEW JERSEY,8807,40.6008564,-74.62409759999998
11537,ELEC,ROCHESTER NY,111 woodbury blvd,Rochester,NY,NEW YORK,14607,43.1529195,-77.60425699999999
11538,ELEC,Parkway Corporation 5,1202 Walnut Street,Philadelphia,PA,PENNSYLVANIA,19107,39.948892,-75.1607852
11539,ELEC,NATIONAL GRID,4066 Lake Shore Road,Hamburg,NY,NEW YORK,14075,42.7737161,-78.86157840000001
11540,ELEC,FRED MEYER - #135 Hawthorne,3805 SE Hawthorne Blvd,Portland,OR,OREGON,97214,45.512679,-122.623593
11541,LPG,U-Haul,7015 S Thornton Fwy,Dallas,TX,TEXAS,75232,32.663051,-96.823851
11542,LPG,Ferrellgas,5208 Dakota Ave,South Sioux City,NE,NEBRASKA,68776,42.4540904,-96.4139724
11543,ELEC,Hilton Garden inn - Tesla,2023 Commerce Way,Bozeman,MT,MONTANA,59715,45.700070000000004,-111.06329
11544,LPG,All American Propane,1617 S Keys Rd,Yakima,WA,WASHINGTON,98901,46.5794311,-120.45851
11545,LPG,Flying J,2349 Center Rd,Austinburg,OH,OHIO,44010,41.7893107,-80.8560219
11546,ELEC,Orange County - Skills Development Center,503 W Franklin St,Chapel Hill,NC,NORTH CAROLINA,27516,35.910076200000006,-79.0637147
11547,CNG,Clean N' Green,200 Rangos Ln,Washington,PA,PENNSYLVANIA,15301,40.205433,-80.274539
11548,LPG,INDOT - Gary Subdistrict,7601 Melton Rd,Gary,IN,INDIANA,46403,41.59559779999999,-87.2489293
11549,LPG,Ralston Farmers Fuel & Oil,351202 S Highway 18,Ralston,OK,OKLAHOMA,74650,36.505306,-96.743546
11550,ELEC,KCP&L,11401 Lamar @ Black and Veatch,Overland Park,KS,KANSAS,66211,38.925511900000004,-94.6553652
11551,ELEC,Bay Ridge Nissan,6501 5th Ave,Brooklyn,NY,NEW YORK,11220,40.636457,-74.0189727
11552,LPG,Thompson Gas,1225 Mecca Pike,Tellico Plains,TN,TENNESSEE,37385,35.351883799999996,-84.4369848
11553,ELEC,East Regional Library,946 Steeple Sq Rd,Knightdale,NC,NORTH CAROLINA,27545,35.8025836,-78.48727679999999
11554,ELEC,Hummel's Nissan,4770 Merle Hay Rd,Urbandale,IA,IOWA,50322,41.6482849,-93.6982531
11555,ELEC,Northampton Springfield KOA,139 South Rd,Westhampton,MA,MASSACHUSETTS,1027,42.2880755,-72.77485250000001
11556,ELEC, Huntington State Beach,21601 Pacific Coast Hwy,Huntington Beach,CA,CALIFORNIA,92646,33.6479931,-117.9886511
11557,ELEC,Rahal-Miller Nissan,4204 W Lafayette St,Marianna,FL,FLORIDA,32446,30.782421000000003,-85.2454
11558,ELEC,Team Nissan,1801 Auto Center Dr,Oxnard,CA,CALIFORNIA,93036,34.226917,-119.14916950000001
11559,ELEC,Hayden House Tempe,100 S. Mill Ave.,Tempe,AZ,ARIZONA,85281,33.429212,-111.94081200000001
11560,ELEC,BMW OF NEWPORT,1215 W Main Rd,Middletown,RI,RHODE ISLAND,2842,41.532325,-71.2925007
11561,ELEC,Court Square Municipal Parking Garage ,45-40 Court Sq,Queens,NY,NEW YORK,11101,40.745312,-73.942686
11562,ELEC,Westar Energy - Tecumseh Energy Center,5530 SE 2nd St,Tecumseh,KS,KANSAS,66542,39.051573100000006,-95.5694679
11563,ELEC,ROHNERT PARK #1,495 City Center Drive,Rohnert Park,CA,CALIFORNIA,94928,38.349398799999996,-122.7042902
11564,ELEC,MARTIN ACH,Martin Loop,Cusseta,GA,GEORGIA,31905,32.371662300000004,-84.9280766
11565,ELEC,GEORGETOWN,1003 N Austin Ave,Georgetown,TX,TEXAS,78626,30.651567100000005,-97.6734438
11566,CNG,VNG - Shell,12977 Trinity Blvd,Fort Worth,TX,TEXAS,76040,32.8202553,-97.0830677
11567,ELEC,CARCHARGING,2811 Oakmont Dr,Round Rock,TX,TEXAS,78665,30.558511699999997,-97.6858292
11568,LPG,Agfinity Inc,360 3rd St,Mead,CO,COLORADO,80542,40.2356894,-104.9986406
11569,ELEC,EWEB - Main Offices,500 E. 4th Ave,Eugene,OR,OREGON,97401,44.054978000000006,-123.08554199999999
11570,LPG,Richfield RV & Marine Supply,7245 S Division Ave,Grand Rapids,MI,MICHIGAN,49548,42.832994899999996,-85.664513
11571,ELEC,Kwik Trip #896,1355 85th Ave NE,Blaine,MN,MINNESOTA,55434,45.124821999999995,-93.2361088
11572,ELEC,Solar by Harrimans,140 James St,Venice,FL,FLORIDA,34285,27.083026,-82.42343699999999
11573,ELEC,APOLLO,2145 Park Pl,El Segundo,CA,CALIFORNIA,90245,33.9055032,-118.38662350000001
11574,ELEC,Red Parking Lot,110 9th Ave SW,Puyallup,WA,WASHINGTON,98371,47.185296,-122.29923600000001
11575,ELEC,Ace Parking - Aventine,3777 La Jolla Village Dr,San Diego,CA,CALIFORNIA,92122,32.870925,-117.22564399999999
11576,LPG,U-Haul,2801 Tulane Ave,New Orleans,LA,LOUISIANA,70119,29.963109999999997,-90.092587
11577,ELEC,MT CLEMENS DDA,27 N. walnut,Mt Clemens,MI,MICHIGAN,48043,42.5981865,-82.87934109999999
11578,ELEC,City of Altamonte Springs - City Hall,225 Newburyport Ave,Altamonte Springs,FL,FLORIDA,32701,28.664583,-81.35819000000001
11579,ELEC,University of Connecticut - Motor Pool,31 LeDoyt Rd,Storrs,CT,CONNECTICUT,6269,41.811817,-72.261825
11580,LPG,Campora Propane Service,40087 Highway 49,Oakhurst,CA,CALIFORNIA,93644,37.334697999999996,-119.6614213
11581,ELEC,Acton Ford,76 Powdermill Rd,Acton,MA,MASSACHUSETTS,1720,42.441701,-71.430705
11582,ELEC,AAA,476 Orphanage Rd,Fort Wright,KY,KENTUCKY,41017,39.0321136,-84.53735520000001
11583,CNG,City of Enumclaw,2041 Railroad St,Enumclaw,WA,WASHINGTON,98022,47.2058015,-121.985349
11584,LPG,Blossman Gas Inc,502 National Blvd,Lexington,NC,NORTH CAROLINA,27292,35.82683,-80.2734229
11585,ELEC,SARATOGA CITY,14421 big basin way,Saratoga,CA,CALIFORNIA,95070,37.2589149,-122.03315729999998
11586,ELEC,Ricart Ford,4255 S Hamilton Rd,Columbus,OH,OHIO,43125,39.888206,-82.8859
11587,ELEC,350GREEN,4051 Douglas Blvd,Granite Bay,CA,CALIFORNIA,95661,38.7440948,-121.2244263
11588,ELEC,Neil Huffman Nissan,4136 Shelbyville Rd,Louisville,KY,KENTUCKY,40207,38.251625700000005,-85.6430106
11589,ELEC,Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,CALIFORNIA,92111,32.8331597,-117.14847569999999
11590,ELEC,Macalester College,130 Macalester St,St. Paul,MN,MINNESOTA,55105,44.9383787,-93.16955909999999
11591,ELEC,NRG eVgo - Whole Foods Market,2001 Market St,San Francisco,CA,CALIFORNIA,94114,37.4611,-122.2562
11592,ELEC,ALTA HARVEST ST,11775 Wadsworth Blvd,Broomfield,CO,COLORADO,80020,39.9090495,-105.08132179999998
11593,ELEC,Windham Town Hall,979 Main St,Windham,CT,CONNECTICUT,6226,41.712920000000004,-72.217506
11594,ELEC,Washington State Parks and Recreation Commission,"111 Isreal Road SW, PO Box 42650",Tumwater,WA,WASHINGTON,98512,46.984615999999995,-122.905299
11595,ELEC,NATIONAL GRID,45 4th St,Troy,NY,NEW YORK,12180,42.732117200000005,-73.6890196
11596,ELEC,Yosemite National Park,9002 Village Dr,Yosemite Valley,CA,CALIFORNIA,95389,37.745165899999996,-119.5835388
11597,ELEC,CHARGEPOINT,20148 10th Ave. NE,Poulsbo,WA,WASHINGTON,98370,47.7466244,-122.6369159
11598,ELEC,Parkway Corporation 3,219 South 13th Street,Philadelphia,PA,PENNSYLVANIA,19107,39.948161,-75.162291
11599,ELEC,CENTURY BMW,3126-3160 US-276,Greenville,SC,SOUTH CAROLINA,29607,34.8071902,-82.3301111
11600,CNG,Enterprise Station,946 N Production Rd,Cedar City,UT,UTAH,84721,37.693540000000006,-113.094
11601,ELEC,College Street Parking Deck,164 College St,Asheville,NC,NORTH CAROLINA,28801,35.597342,-82.549059
11602,ELEC,Kihei Town Center,1881 S Kihei Rd,Kihei,HI,HAWAII,96753,20.7322225,-156.4524892
11603,ELEC,Coral Springs Nissan,9350 W Atlantic Blvd,Coral Springs,FL,FLORIDA,33071,26.239285700000003,-80.2516588
11604,CNG,Oklahoma Natural Gas - Sapulpa Service Center,410 S Hawthorn St,Sapulpa,OK,OKLAHOMA,74066,35.9936933,-96.12778990000001
11605,ELEC,NRG eVgo - Walgreens Freedom Station,13631 Tidwell Rd,Houston,TX,TEXAS,77044,29.853590000000004,-95.1881
11606,ELEC,Sansone Jr's 66 Nissan,3401 Route 66,Neptune,NJ,NEW JERSEY,7753,40.2287706,-74.0687857
11607,ELEC,9th & Arch Parking Lot,815 Arch Street,Philadelphia,PA,PENNSYLVANIA,19106,39.954017,-75.154317
11608,LPG,Leahy's Fuels Inc,130 White St,Danbury,CT,CONNECTICUT,6810,41.398202600000005,-73.4504235
11609,CNG,Stennis Space Center,Endeavor Blvd,Stennis Space Center,MS,MISSISSIPPI,39529,30.358589000000002,-89.62905
11610,ELEC,MOMENTUM BMW,10002 Southwest Fwy,Houston,TX,TEXAS,77074,29.669802,-95.550467
11611,LPG,Hilltop Travel Trailers,700 W Red Oak Rd,Red Oak,TX,TEXAS,75154,32.520965999999994,-96.823589
11612,ELEC,350GREEN,3001 Taraval St,San Francisco,CA,CALIFORNIA,94116,37.741596200000004,-122.4984283
11613,ELEC,DEKA Research and Development Corp,324 Commercial St,Manchester,NH,NEW HAMPSHIRE,3101,42.991466700000004,-71.46816590000002
11614,ELEC,Residence Inn - Tesla,125 Wulfsohn Rd,Glenwood Springs,CO,COLORADO,81601,39.552525,-107.340878
11615,ELEC,Village West,3100 W Tilghman St,Allentown,PA,PENNSYLVANIA,18104,40.5972084,-75.52449
11616,ELEC,KCP&L,5000 Holmes St,KCMO,MO,MISSOURI,64110,39.036484200000004,-94.5773547
11617,CNG,Domino Express #1,1709 S Highway 183,Clinton,OK,OKLAHOMA,73601,35.490456,-98.96768890000001
11618,ELEC,City of Oberlin,69 S Main St,Oberlin,OH,OHIO,44074,41.28975,-82.216939
11619,CNG,Clean Energy - Palm Desert Burrtec Waste,41575 Eclectic St,Palm Desert,CA,CALIFORNIA,92260,33.744481,-116.359946
11620,ELEC,Kwik Trip #200,2120 E Edgewood Dr,Appleton,WI,WISCONSIN,54913,44.3169381,-88.4403907
11621,ELEC,Ancira Nissan,10835 IH-10 W,San Antonio,TX,TEXAS,78230,29.543146999999998,-98.57544
11622,ELEC,Sacramento County Public Garage ,615 7th St,Sacramento,CA,CALIFORNIA,95814,38.58536911,-121.4956284
11623,ELEC,Nissan of Vacaville,671 Orange Dr,Vacaville,CA,CALIFORNIA,95687,38.381440999999995,-121.94121799999999
11624,ELEC,CHARGEPOINT,1400 NW 56th St,Seattle,WA,WASHINGTON,98107,47.6695961,-122.3744615
