,Unique ID,FacilityName,Rank_TRI_14,Rank_GHG_14,Latitude,Longitude,LocationAddress,City,Location,ZIP,County,FIPScode,IndustryType,GHG_Direct_Emissions_14_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_10_in_metric_tons
5389,1.10E+11,HEXCEL CORP,457.0,4711.0,40.653604,-112.054074,5400 S 6800 W,WEST VALLEY CITY,UTAH,84119,SALT LAKE,49035.0,Other,38211,36691,32582,31536,27776
5390,1.10E+11,TESORO REFINING & MARKETING CO LLC,973.0,890.0,40.7889,-111.90486999999999,474 W 900 N,SALT LAKE CITY,UTAH,84103,SALT LAKE,49035.0,Refineries,613846,479649,538801,542900,533981
5391,1.10E+11,CHEVRON SALT LAKE REFINERY,1124.0,1038.0,40.8249,-111.9238,2351 N 1100 W,SALT LAKE CITY,UTAH,84116,SALT LAKE,49035.0,Refineries,454871,467599,495689,470378,429829
5392,1.10E+11,ATK LAUNCH SYSTEMS-BACCHUS,6253.0,6289.0,40.668293,-112.091903,5000 S 8400 W,MAGNA,UTAH,84044,SALT LAKE,49035.0,Other,18442,29356,27469,25733,29258
5403,1.10E+11,US MAGNESIUM LLC,13.0,931.0,40.914725,-112.719725,12819 N SKULL VALLEY RD,ROWLEY,UTAH,84029,TOOELE,49045.0,Metals,567234,832219,848267,804654,319300
5404,1.10E+11,BONANZA POWER PLANT,1918.0,190.0,40.08466,-109.29325,12500 E 25500 S,VERNAL,UTAH,84078,UINTAH,49047.0,Power Plants,3625603,3615063,3030193,3184462,3443044
5411,1.10E+11,MCWANE DUCTILE-UTAH,8319.0,3983.0,40.197233000000004,-111.639172,2550 S IND US TRIAL PKWY,PROVO,UTAH,846066272,UTAH,49049.0,"Metals,Waste",49991,43589,38438,56821,48460
5422,1.10E+11,TYSON FOODS INC - TEMPERANCEVILLE PLANT,3306.0,4613.0,37.885,-75.555278,11224 LANKFORD HWY,TEMPERANCEVILLE,VIRGINIA,23442,ACCOMACK,51001.0,"Other,Waste",39465,28519,31213,40874,31608
5423,1.10E+11,PERDUE FARMS ACCOMAC PROCESSING PLANT,3541.0,2821.0,37.736111,-75.656111,22520 LANKFORD HIGHWAY,ACCOMAC,VIRGINIA,233011420,ACCOMACK,51001.0,"Other,Waste",83447,76356,114697,185215,29198
5429,1.10E+11,GREIF PACKAGING LLC,529.0,2068.0,37.5108,-78.9103,861 FIBRE PLANT RD,AMHERST,VIRGINIA,24521,AMHERST,51009.0,"Pulp and Paper,Waste",133608,126093,129872,131734,111788
5431,1.10E+11,INVISTA SA RL-WAYNESBORO FACILITY,11360.0,4660.0,38.061111,-78.883333,400 DU PONT BLVD,WAYNESBORO,VIRGINIA,229809998,AUGUSTA,51015.0,Other,38801,82374,83301,82214,88772
5433,1.10E+11,GEORGIA-PACIFIC BIG ISLAND MILL,437.0,1558.0,37.534147999999995,-79.35759399999999,9363 LEE JACKSON HIGHWAY,BIG ISLAND,VIRGINIA,24526,BEDFORD,51019.0,"Pulp and Paper,Waste",213400,203687,198305,237108,201817
5435,1.10E+11,ROANOKE CEMENT CO LLC,993.0,715.0,37.4604,-79.9948,6071 CATAWBA RD,TROUTVILLE,VIRGINIA,24175,BOTETOURT,51023.0,Minerals,834814,716169,787080,595787,562642
5438,1.10E+11,JEWELL COKE CO LP,106.0,997.0,37.234451,-82.036912,1034 DISMAL RIVER RD,OAKWOOD,VIRGINIA,24631,BUCHANAN,51027.0,Metals,501994,589292,562854,579787,602834
5445,1.10E+11,LADYSMITH COMBUSTION TURBINE STATION,14087.0,1078.0,38.0725,-77.5141,8063 CEDON RD,WOODFORD,VIRGINIA,22580,CAROLINE,51033.0,Power Plants,423408,423508,324084,220842,491488
5448,1.10E+11,CHESAPEAKE ENERGY CENTER,173.0,473.0,36.7711,-76.3009,2701 VEPCO ST,CHESAPEAKE,VIRGINIA,23323,CHESAPEAKE (CITY),51550.0,Power Plants,1435411,1569922,1408283,2739207,3374921
5449,1.10E+11,PERDUE FARMS INCORPORATED - CHESAPEAKE GRAIN,574.0,4767.0,36.80538,-76.282494,501 BARNES RD,CHESAPEAKE,VIRGINIA,23324,CHESAPEAKE (CITY),51550.0,Other,37457,38094,30670,43139,55318
5450,1.10E+11,ELIZABETH RIVER COMBUSTION TURBINE STATION,14809.0,5569.0,36.7745,-76.3118,2837 S MILITARY HWY,CHESAPEAKE,VIRGINIA,23323,CHESAPEAKE (CITY),51550.0,Power Plants,27899,31351,84039,91831,123770
5451,1.10E+11,CHESTERFIELD POWER STATION,190.0,91.0,37.3821,-77.3779,500 COXENDALE RD,CHESTER,VIRGINIA,23836,CHESTERFIELD,51041.0,Power Plants,7215449,6993707,4562373,6136221,7197189
5452,1.10E+11,PHILIP MORRIS USA PARK 500 SITE,439.0,3435.0,37.3404,-77.27738000000001,4100 BERMUDA HUNDRED RD,CHESTER,VIRGINIA,23836,CHESTERFIELD,51041.0,Other,62599,127166,147400,123714,109792
5453,1.10E+11,DUPONT TEIJIN FILMS,1065.0,4882.0,37.346247999999996,-77.2858,3600 DISCOVERY DR,CHESTER,VIRGINIA,23836,CHESTERFIELD,51041.0,Other,35790,32736,34474,38120,39975
5457,1.10E+11,MEADWESTVACO OF VIRGINIA COVINGTON OPERATIONS,31.0,484.0,37.796355,-79.992817,104 E RIVERSIDE ST,COVINGTON,VIRGINIA,244269050,COVINGTON (CITY),51580.0,"Pulp and Paper,Waste",1407729,1597893,1647366,1707923,1531584
5458,1.10E+11,THE GOODYEAR TIRE & RUBBER CO.,8675.0,3370.0,36.55935,-79.37319000000001,1901 GOODYEAR BLVD,DANVILLE,VIRGINIA,24541,DANVILLE (CITY),51590.0,Other,64658,64570,63570,66923,56556
5459,1.10E+11,CHAPARRAL STEEL,6978.0,2720.0,37.180531,-77.44406500000001,25801 HOFHEIMER WAY,PETERSBURG,VIRGINIA,23803,DINWIDDIE,51053.0,Metals,87910,99082,99707,99422,93740
5464,1.10E+11,OLD DOMINION ELECTRIC CO-OP MARSH RUN GENERATION FACILITY,10686.0,1451.0,38.5292,-77.7686,12109 LUCKY HILL RD,REMINGTON,VIRGINIA,22734,FAUQUIER,51061.0,Power Plants,241139,121618,67244,87371,357389
5465,1.10E+11,GENERAL ELECTRIC COMPANY,14289.0,1402.0,38.54591,-77.77226999999999,12025 LUCKY HILL RD,REMINGTON,VIRGINIA,22734,FAUQUIER,51061.0,Power Plants,257332,328576,172031,167689,258309
5469,1.10E+11,HP HOOD LLC,9913.0,5197.0,39.128189,-78.19082900000001,160 HOOD WAY,WINCHESTER,VIRGINIA,22602,FREDERICK,51069.0,Other,31784,28076,25994,26126,25366
5471,1.10E+11,CELANESE ACETATE LLC - CELCO P LANT,348.0,657.0,37.3451,-80.76293000000001,3520 VIRGINIA AVE,NARROWS,VIRGINIA,24124,GILES,51071.0,"Other,Waste",930272,966131,900094,973954,23894
5472,1.10E+11,AMERICAN ELECTRIC POWER GLEN LYN PLANT,1415.0,2509.0,37.37038,-80.8616,100 APOCO RD,GLEN LYN,VIRGINIA,24093,GILES,51071.0,Power Plants,99840,196290,89736,239966,219580
5473,1.10E+11,LHOIST NA OF VIRGINIA INC KIMBALLTON AREA 1,1539.0,915.0,37.3828,-80.6625,2093 BIG STONY CREEK RD,RIPPLEMEAD,VIRGINIA,24150,GILES,51071.0,Minerals,583947,559909,601238,608692,593183
5474,1.10E+11,DOMINION CLOVER POWER STATION,391.0,124.0,36.8691,-78.7048,4091 CLOVER RD,CLOVER,VIRGINIA,24534,HALIFAX,51083.0,Power Plants,5662799,5903792,3991868,5274015,6246717
5477,1.10E+11,DOSWELL LP,270.0,389.0,37.820051,-77.446205,10098 OLD RIDGE RD,ASHLAND,VIRGINIA,23005,HANOVER,51085.0,Power Plants,1754230,1476661,1594470,1305964,1238566
5478,1.10E+11,BEAR ISLAND PAPER WB LLC,1463.0,3475.0,37.8181,-77.4375,10026 OLD RIDGE RD,ASHLAND,VIRGINIA,23005,HANOVER,51085.0,Pulp and Paper,61511,61296,55304,63672,73065
5483,1.10E+11,HONEYWELL INTERNATIONAL INC HOPEWELL PLANT,35.0,591.0,37.297717999999996,-77.2773,905 E RANDOLPH RD,HOPEWELL,VIRGINIA,23860,HOPEWELL (CITY),51670.0,"Chemicals,Suppliers of CO2",1054913,1115671,1151345,999354,1071582
5484,1.10E+11,ROCKTENN CP LLC,329.0,1794.0,37.302103,-77.264363,910 INDUSTRIAL ST,HOPEWELL,VIRGINIA,23860,HOPEWELL (CITY),51670.0,Pulp and Paper,167441,167627,222981,259049,249887
5485,1.10E+11,JAMES RIVER COGENERATION COMPANY,2999.0,977.0,37.29424,-77.26789000000001,912 E RANDOLPH RD,HOPEWELL,VIRGINIA,23860,HOPEWELL (CITY),51670.0,Power Plants,527313,438174,423944,621871,700687
5487,1.10E+11,SMITHFIELD-SMITHFIELD FACILITY (NORTH),1620.0,4431.0,36.993608,-76.628908,601 N CHURCH ST,SMITHFIELD,VIRGINIA,23430,ISLE OF WIGHT,51093.0,"Other,Waste",42395,47620,54929,58256,25787
5488,1.10E+11,ANHEUSER-BUSCH INC,3686.0,4206.0,37.236065999999994,-76.632476,7801 POCAHONTAS TRAIL,WILLIAMSBURG,VIRGINIA,23185,JAMES CITY,51095.0,Other,46071,47023,48433,49874,50615
5489,1.10E+11,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 26,10275.0,3729.0,37.38693,-76.79992,150 INDUSTRIAL BLVD,TOANO,VIRGINIA,231689215,JAMES CITY,51095.0,Minerals,55359,50308,45498,49960,36972
5491,1.10E+11,BIRCHWOOD POWER FACILITY,3906.0,724.0,38.267720000000004,-77.31706,10900 BIRCHWOOD DR,KING GEORGE,VIRGINIA,22485,KING GEORGE,51099.0,Power Plants,823921,598495,412908,488462,792188
5493,1.10E+11,ROCKTENN CP LLC,217.0,1048.0,37.539344,-76.80498399999999,1901 MAIN ST,WEST POINT,VIRGINIA,231810100,KING WILLIAM,51101.0,"Pulp and Paper,Waste",449467,550642,628380,637828,540692
5496,1.10E+11,DOMINION RESOURCES INC GORDONSVILLE POWER STATION,1814.0,1298.0,38.1169,-78.2144,115 RED HILL RD,GORDONSVILLE,VIRGINIA,22942,LOUISA,51109.0,Power Plants,302029,430545,605858,356744,302481
5497,1.10E+11,OLD DOMINION ELECTRIC CO-OP LOUISA GENERATION FACILITY,10843.0,2120.0,38.121131,-78.213823,3352 KLOCKNER RD,GORDONSVILLE,VIRGINIA,22942,LOUISA,51109.0,Power Plants,128187,75910,44556,69530,236496
5498,1.10E+11,GRIFFIN PIPE PRODUCTS CO,3008.0,3638.0,37.419183000000004,-79.140146,10 ADAMS ST,LYNCHBURG,VIRGINIA,24504,LYNCHBURG (CITY),51680.0,Metals,57509,54413,48253,42729,55449
5501,1.10E+11,MECKLENBURG POWER STATION,5727.0,903.0,36.60079,-78.529459,204 COGEN DR,CLARKSVILLE,VIRGINIA,23927,MECKLENBURG,51117.0,Power Plants,599465,512731,231846,252088,526900
5504,1.10E+11,US ARMY RADFORD ARMY AMMUNITION PLANT,199.0,1331.0,37.180556,-80.541111,RT 114 RADFORD ARMY AMMUNITION PLANT,RADFORD,VIRGINIA,24141,MONTGOMERY,51121.0,Other,288083,278595,261088,314767,356390
5515,1.10E+11,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 29,9162.0,4092.0,36.60268,-79.32479000000001,29 GLASSBLOWER LN,RINGGOLD,VIRGINIA,24586,PITTSYLVANIA,51143.0,Minerals,47737,46873,44394,42601,42980
5517,1.10E+11,PORTSMOUTH GENCO LLC,12944.0,1917.0,36.8703,-76.3519,1 WILD DUCK LN,PORTSMOUTH,VIRGINIA,23703,PORTSMOUTH (CITY),51740.0,Power Plants,150837,70905,48386,222319,483224
5519,1.10E+11,HOPEWELL COGENERATION FACILITY,820.0,943.0,37.2914,-77.2819,1114 HERCULES RD,HOPEWELL,VIRGINIA,23860,PRINCE GEORGE,51149.0,Power Plants,557271,444640,655639,563254,629216
5520,1.10E+11,POSSUM POINT POWER STATION,1020.0,428.0,38.5391,-77.2786,19000 POSSUM POINT RD,DUMFRIES,VIRGINIA,22026,PRINCE WILLIAM,51153.0,Power Plants,1580586,1555900,1718452,1264114,1790319
5524,1.10E+11,PHILIP MORRIS USA COMMERCE ROAD SITE,1338.0,3604.0,37.473209999999995,-77.42943000000001,3601 COMMERCE RD,RICHMOND,VIRGINIA,23234,RICHMOND (CITY),51760.0,Other,58272,76024,74065,75281,74088
5525,1.10E+11,SPRUANCE GENCO LLC,1749.0,587.0,37.45636,-77.42676999999999,5001 COMMERCE RD,RICHMOND,VIRGINIA,23234,RICHMOND (CITY),51760.0,Power Plants,1067697,1040412,972755,1770358,2039444
5526,1.10E+11,BELLEMEADE POWER STATION,2910.0,2078.0,37.496666999999995,-77.432222,1860 COMMERCE RD,RICHMOND,VIRGINIA,23224,RICHMOND (CITY),51760.0,Power Plants,132778,139955,561416,244654,347751
5527,1.10E+11,STEEL DYNAMICS INC ROANOKE BAR DIV,5012.0,2484.0,37.27251,-79.99861,102 WESTSIDE BLVD,ROANOKE,VIRGINIA,24017,ROANOKE (CITY),51770.0,Metals,100988,16412,19587,19300,137547
5530,1.10E+11,MERCK SHARP & DOHME CORP,2257.0,3937.0,38.38433,-78.65199,2778 SE SIDE HWY,ELKTON,VIRGINIA,22827,ROCKINGHAM,51165.0,Chemicals,50953,49797,52293,52617,54856
5532,1.10E+11,AMERICAN ELECTRIC POWER CLINCH RIVER PLANT,236.0,789.0,36.932777,-82.197979,JUNCTION OF ST RTS 664 & 665,CLEVELAND,VIRGINIA,24225,RUSSELL,51167.0,Power Plants,721281,934517,839688,1323028,1530104
5534,1.10E+11,O-N MINERALS (CHEMSTONE) STRASBURG LIME PLANT,13440.0,1579.0,39.0251,-78.33233,1696 ORANDA RD,STRASBURG,VIRGINIA,22657,SHENANDOAH,51171.0,Minerals,207159,241189,245083,245078,251773
5544,1.10E+11,YORKTOWN POWER STATION,283.0,639.0,37.215340000000005,-76.46213,1600 WATERVIEW RD,YORKTOWN,VIRGINIA,23692,YORK,51199.0,Power Plants,965211,845112,707769,1266652,1695949
5545,1.10E+11,YORKTOWN REFINERY,1851.0,6986.0,37.210364,-76.453331,2201 GOODWIN NECK RD,YORKTOWN,VIRGINIA,23692,YORK,51199.0,Other,2216,6776,14570,24064,467575
5550,1.10E+11,IBM SYSTEMS & TECHNOLOGY SEMICONDUCTOR FACILITY,3623.0,1325.0,44.478939000000004,-73.100127,1000 RIVER ST,ESSEX JUNCTION,VERMONT,5452,CHITTENDEN,50007.0,Other,289773,303928,368027,408888,38621
5552,1.10E+11,ROCK-TENN MISSISQUOI COATED MILL,13962.0,4843.0,44.908378000000006,-72.977078,369 MILL ST,SHELDON SPRINGS,VERMONT,5485,FRANKLIN,50011.0,Pulp and Paper,36348,36088,35280,38232,38380
5557,1.10E+11,MCCAIN FOODS USA INC,5215.0,2592.0,46.839166999999996,-119.174722,100 LEE ST,OTHELLO,WASHINGTON,99344,ADAMS,53001.0,"Other,Waste",95228,89215,107911,99180,39763
5559,1.10E+11,AGRIUM US INC KENNEWICK FERTILIZER OPERATION,1449.0,2082.0,46.165957,-119.01721699999999,227515 BOWLES RD,KENNEWICK,WASHINGTON,99337,BENTON,53005.0,Chemicals,132249,154497,146926,110766,78414
5562,1.10E+11,ALCOA WENATCHEE WORKS,195.0,1196.0,47.3567,-120.1273,6200 MALAGA HIGHWAY,MALAGA,WASHINGTON,98828,CHELAN,53007.0,Metals,354692,318542,306333,309605,210711
5563,1.10E+11,GEORGIA-PACIFIC CONSUMER PRODUCTS CAMAS,585.0,2355.0,45.584255999999996,-122.40831399999999,401 NE ADAMS ST,CAMAS,WASHINGTON,98607,CLARK,53011.0,"Pulp and Paper,Suppliers of CO2,Waste",107912,166995,173957,173852,174746
5565,1.10E+11,LONGVIEW FIBRE PAPER AND PACKAGING INC,122.0,1946.0,46.103609999999996,-122.92166999999999,300 FIBRE WAY,LONGVIEW,WASHINGTON,986321199,COWLITZ,53015.0,Pulp and Paper,147278,194073,221025,188172,166387
5566,1.10E+11,WEYERHAEUSER NR CO,137.0,1109.0,46.13152,-122.97872,3401 INDUSTRIAL WAY,LONGVIEW,WASHINGTON,98632,COWLITZ,53015.0,Pulp and Paper,399633,357772,379097,400725,395521
5567,1.10E+11,EMERALD KALAMA CHEMICAL LLC,4389.0,3219.0,46.02191,-122.85698000000001,1296 3RD ST NW,KALAMA,WASHINGTON,986259799,COWLITZ,53015.0,Chemicals,69718,66745,62495,61557,72677
5572,1.10E+11,CONAGRA FOODS LAMB WESTON CONNELL PLANT,4224.0,4659.0,46.651389,-118.871944,811 W GUM ST,CONNELL,WASHINGTON,99326,FRANKLIN,53021.0,Other,38810,39841,39714,41324,37596
5574,1.10E+11,J.R. SIMPLOT POTATO PROCESSING PLANT,1524.0,5579.0,47.131732,-119.18926,14124 WHEELER RD NE,MOSES LAKE,WASHINGTON,98837,GRANT,53025.0,"Other,Waste",27793,41421,40688,53237,23736
5579,1.10E+11,PORT TOWNSEND PAPER CORPORATION,336.0,3476.0,48.09519,-122.79853999999999,100 MILL RD,PORT TOWNSEND,WASHINGTON,983689282,JEFFERSON,53031.0,Pulp and Paper,61486,77704,91401,110580,109005
5580,1.10E+11,BOEING COMMERCIAL AIRPLANES AUBURN,2056.0,4821.0,47.29575,-122.23903999999999,700 15TH ST SW,AUBURN,WASHINGTON,980016558,KING,53033.0,Other,36691,38558,38932,39583,37245
5581,1.10E+11,NUCOR STEEL SEATTLE INC,6045.0,1804.0,47.569331,-122.367332,2424 SW ANDOVER,SEATTLE,WASHINGTON,98106,KING,53033.0,Metals,166109,128708,124468,134335,95688
5582,1.10E+11,ARDAGH GLASS INC,6343.0,2951.0,47.55109,-122.33573999999999,5801 E MARGINAL WAY S,SEATTLE,WASHINGTON,98134,KING,53033.0,Minerals,78905,80745,76257,80378,73635
5583,1.10E+11,ASH GROVE CEMENT WEST INC,9850.0,981.0,47.56799,-122.34255,3801 E MARGINAL WAY S,SEATTLE,WASHINGTON,981341147,KING,53033.0,Minerals,522982,354808,305298,311932,239925
5584,1.10E+11,CERTAINTEED GYPSUM SEATTLE,13973.0,4847.0,47.54954,-122.3349,5931 E MARGINAL WAY S,SEATTLE,WASHINGTON,981342414,KING,53033.0,Minerals,36299,35462,35650,32784,30952
5592,1.10E+11,TRANSALTA CENTRALIA GENERATION FACILITY,1796.0,87.0,46.755765999999994,-122.85823700000002,913 BIG HANAFORD RD,CENTRALIA,WASHINGTON,985319101,LEWIS,53041.0,Power Plants,7447081,7547845,4154743,5625031,9862998
5595,1.10E+11,ROCKTENN TACOMA MILL,181.0,2284.0,47.264019,-122.42779499999999,801 PORTLAND AVE,TACOMA,WASHINGTON,98421,PIERCE,53053.0,Pulp and Paper,113924,113878,142194,139149,155798
5596,1.10E+11,US OIL AND REFINING CO,939.0,1773.0,47.257694,-122.39525900000001,3001 MARSHALL AVE,TACOMA,WASHINGTON,984213116,PIERCE,53053.0,"Petroleum Product Suppliers,Refineries",171612,169124,165457,146649,184742
5597,1.10E+11,GRAYMONT WESTERN US INC TACOMA,13191.0,2391.0,47.271365,-122.39726200000001,1220 ALEXANDER AVE,TACOMA,WASHINGTON,98421,PIERCE,53053.0,Minerals,105825,92862,86850,105681,114184
5598,1.10E+11,GP GYPSUM LLC TACOMA BOARDPLANT,13468.0,4233.0,47.269558,-122.394869,1240 ALEXANDER AVE,TACOMA,WASHINGTON,98421,PIERCE,53053.0,Minerals,45663,45053,42750,31031,34418
5605,1.10E+11,TESORO REFINING & MARKETING CO LLC,804.0,502.0,48.489534,-122.564292,10200 MARCH'S POINT RD,ANACORTES,WASHINGTON,98221,SKAGIT,53057.0,Refineries,1333624,1170238,1272523,1169075,590174
5606,1.10E+11,SHELL OIL PRODUCTS US PUGET SOUND REFINERY,1074.0,379.0,48.472836,-122.560194,8505 S TEXAS RD,ANACORTES,WASHINGTON,982210622,SKAGIT,53057.0,"Petroleum Product Suppliers,Refineries",1805933,2003779,2105542,2086153,2048229
5608,1.10E+11,BOEING COMMERCIAL AIRPLANES - EVERETT,934.0,3097.0,47.92008,-122.27138300000001,3003 W CASINO RD,EVERETT,WASHINGTON,98204,SNOHOMISH,53061.0,Other,73522,73643,71463,70881,64332
5611,1.10E+11,INLAND EMPIRE PAPER CO,3406.0,6641.0,47.68724,-117.28271000000001,3320 N ARGONNE,SPOKANE,WASHINGTON,99212,SPOKANE,53063.0,Pulp and Paper,10041,9907,18167,10966,11402
5612,1.10E+11,KAISER ALUMINUM WASHINGTON LLC,5210.0,2272.0,47.687073999999996,-117.212673,15000 E EUCLID AVE,SPOKANE VALLEY,WASHINGTON,99215,SPOKANE,53063.0,Metals,114924,110966,108364,108438,106736
5613,1.10E+11,GOODRICH LANDING SYSTEMS CARBON OPERATIONS,7334.0,5308.0,47.583604,-117.56851100000002,11135 W WESTBOW BLVD,SPOKANE,WASHINGTON,992249475,SPOKANE,53063.0,Other,30646,27974,35570,30949,25033
5615,1.10E+11,BOISE WHITE PAPER LLC,135.0,2185.0,46.10396,-118.9184,31831 US-12,WALLULA,WASHINGTON,99363,WALLA WALLA,53071.0,"Pulp and Paper,Suppliers of CO2,Waste",122228,103710,133978,123507,100891
5616,1.10E+11,"TYSON FRESH MEATS, INC. - PASCO",3107.0,2997.0,46.131256,-118.910823,13983 DODD RD,WALLULA,WASHINGTON,99363,WALLA WALLA,53071.0,"Other,Waste",77161,65305,52155,59295,22426
5618,1.10E+11,INTALCO ALUMINUM CORP,281.0,504.0,48.8455,-122.7055,4050 MOUNTAIN VIEW RD,FERNDALE,WASHINGTON,982480937,WHATCOM,53073.0,"Metals,Waste",1326684,1234637,1146835,1126012,1053103
5619,1.10E+11,BP CHERRY POINT REFINERY,677.0,292.0,48.8864,-122.7353,4519 GRANDVIEW RD,BLAINE,WASHINGTON,98230,WHATCOM,53073.0,"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2505204,2562297,2223518,2429093,2538365
5620,1.10E+11,PHILLIPS 66 FERNDALE REFINERY,1114.0,760.0,48.830141999999995,-122.69211399999999,3901 UNICK RD,FERNDALE,WASHINGTON,98248,WHATCOM,53073.0,"Petroleum Product Suppliers,Refineries",765906,769015,800100,1004606,881224
5630,1.10E+11,XCEL ENERGY BAY FRONT PLANT,2043.0,3166.0,46.5873,-90.9014,122 N 14TH AVE W,ASHLAND,WISCONSIN,54806,ASHLAND,55003.0,Power Plants,71382,62304,29781,107783,133255
5631,1.10E+11,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,201.0,694.0,44.4925,-88.0323,1919 S BROADWAY,GREEN BAY,WISCONSIN,54304,BROWN,55009.0,Pulp and Paper,865247,958148,1003065,1021491,1048021
5632,1.10E+11,GREEN BAY PACKAGING INC,1149.0,2891.0,44.52653,-87.99886,1601 N QUINCY ST,GREEN BAY,WISCONSIN,54302,BROWN,55009.0,Pulp and Paper,80915,75490,85432,100455,100795
5633,1.10E+11,THILMANY PAPERS NICOLET MILL,1201.0,2408.0,44.448370000000004,-88.06801999999999,200 MAIN AVE,DE PERE,WISCONSIN,541152220,BROWN,55009.0,Pulp and Paper,104555,97123,93354,92251,101181
5634,1.10E+11,PULLIAM POWER PLANT,2054.0,611.0,44.541289,-88.01272800000001,1530 N BYLSBY AVE,GREEN BAY,WISCONSIN,543033720,BROWN,55009.0,Power Plants,1014905,1022170,663714,1034112,1844140
5635,1.10E+11,WESTERN LIME CORP GREEN BAY FACILITY,2329.0,1459.0,44.52406,-88.01335999999999,101 JAMES ST,GREEN BAY,WISCONSIN,54303,BROWN,55009.0,Minerals,238892,244195,256864,273473,271483
5636,1.10E+11,THE PROCTER & GAMBLE PAPER PRODUCTS CO,4515.0,1532.0,44.5241,-88.0031,501 EASTMAN AVE,GREEN BAY,WISCONSIN,54302,BROWN,55009.0,Pulp and Paper,220228,226449,222126,327820,304901
5637,1.10E+11,SANIMAX USA LLC,6114.0,5780.0,44.5375,-88.08258000000001,2099 BADGERLAND DR,GREEN BAY,WISCONSIN,54303,BROWN,55009.0,Other,25999,26756,28255,27311,26572
5642,1.10E+11,Dairyland Power Coop Power Plant -- Alma and John P. Madgett stations,917.0,420.0,44.3078,-91.905,500 Old State Hwy 35,ALMA,WISCONSIN,54610,BUFFALO,55011.0,Power Plants,1605693,2703585,2193290,2292348,2611207
5646,1.10E+11,COLUMBIA ENERGY CENTER,604.0,132.0,43.4861,-89.4204,W8375 MURRAY RD,PARDEEVILLE,WISCONSIN,53954,COLUMBIA,55021.0,Power Plants,5459935,7647056,7898149,7267382,7580548
5647,1.10E+11,UNITED WISCONSIN GRAIN PRODUCERS,4500.0,3035.0,43.5701,-89.0661,W1231 TESSMANN DR,FRIESLAND,WISCONSIN,53935,COLUMBIA,55021.0,Other,75772,72180,74310,77330,77147
5648,1.10E+11,DIDION ETHANOL LLC,8620.0,2698.0,43.53731,-89.10315,N7088 HWY 146,CAMBRIA,WISCONSIN,539239101,COLUMBIA,55021.0,Other,89045,80968,80783,76812,75663
5650,1.10E+11,KRAFT FOODS GROUP INC - MADISON,3469.0,6242.0,43.108909999999995,-89.35535,910 MAYER AVE,MADISON,WISCONSIN,53704,DANE,55025.0,Other,19279,20349,20086,26687,36608
5651,1.10E+11,MGE WEST CAMPUS COGENERATION FACILITY,4370.0,3994.0,43.075,-89.42433,515 WALNUT ST,MADISON,WISCONSIN,537262334,DANE,55025.0,Power Plants,49677,114968,137756,97808,78806
5658,1.10E+11,QUAD/GRAPHICS INC,526.0,4631.0,43.6264,-88.4446,952 BADGER ROAD,LOMIRA,WISCONSIN,53048,DODGE,55027.0,Pulp and Paper,39201,38345,32700,34489,29430
5661,1.10E+11,GRAYMONT LIME PLANT,630.0,929.0,46.730556,-92.076111,800 HILL AVE,SUPERIOR,WISCONSIN,54880,DOUGLAS,55031.0,Minerals,569180,532159,534447,528938,502754
5662,1.10E+11,"CALUMET SUPERIOR, LLC",937.0,1228.0,46.689721999999996,-92.068056,2407 STINSON AVE,SUPERIOR,WISCONSIN,54880,DOUGLAS,55031.0,"Petroleum Product Suppliers,Refineries",342194,289543,316803,331114,352264
5664,1.10E+11,BIG RIVER RESOURCES BOYCEVILLE LLC,3173.0,2855.0,45.045390999999995,-91.976466,N10185 370TH ST,BOYCEVILLE,WISCONSIN,54725,DUNN,55033.0,"Other,Suppliers of CO2,Waste",82007,76159,72909,84357,83022
5665,1.10E+11,CARDINAL FG MENOMONIE,11197.0,2531.0,44.910340000000005,-91.8788,2200 STOKKE PARKWAY,MENOMONIE,WISCONSIN,54751,DUNN,55033.0,Minerals,98592,89065,89987,92194,84436
5667,1.10E+11,HUTCHINSON TECHNOLOGY INC,6038.0,6826.0,44.84049,-91.54311,2435 ALPINE RD,EAU CLAIRE,WISCONSIN,547039562,EAU CLAIRE,55035.0,Other,5677,5066,6380,6560,6102
5669,1.10E+11,WESTERN LIME EDEN FACILITY - LIME PRODUCTION,987.0,1209.0,43.707482,-88.872999,N4520 COUNTY RD V,EDEN,WISCONSIN,53019,FOND DU LAC,55039.0,Minerals,352177,348461,342156,358274,341190
5670,1.10E+11,BRUNSWICK CORP MERCURY MARINE DIV,4686.0,4598.0,43.759661,-88.468509,W6250 PIONEER RD,FOND DU LAC,WISCONSIN,54935,FOND DU LAC,55039.0,Other,39649,38914,30969,30536,28253
5673,1.10E+11,WPL - NELSON DEWEY GENERATING STATION,2469.0,496.0,42.722859,-91.008329,11999 COUNTY RD VV,CASSVILLE,WISCONSIN,53806,GRANT,55043.0,Power Plants,1356542,1359991,1091696,1307445,1404806
