,Unique ID,FacilityName,Rank_TRI_14,Rank_GHG_14,Latitude,Longitude,LocationAddress,City,Location,ZIP,County,FIPScode,IndustryType,GHG_Direct_Emissions_14_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_10_in_metric_tons
2868,1.10E+11,HORMEL FOODS CORP-AUSTIN PLANT,3330.0,3746.0,43.67978,-92.96975,500 14TH AVE NE,AUSTIN,MINNESOTA,55912,MOWER,27099.0,Other,54946,53930,50597,46091,43497
2872,1.10E+11,JBS SWIFT AND COMPANY,3557.0,5041.0,43.648999999999994,-95.5477,1700 HIGHWAY 60 NORTH EAST,WORTHINGTON,MINNESOTA,56187,NOBLES,27105.0,Other,33658,35600,39817,36530,40578
2879,1.10E+11,"GREEN PLAINS OTTER TAIL, LLC",2400.0,3261.0,46.3125,-96.1337,24096 170TH AVE,FERGUS FALLS,MINNESOTA,56537,OTTER TAIL,27111.0,Other,67768,86319,82464,95913,90785
2880,1.10E+11,OTTER TAIL POWER CO HOOT LAKE PLANT,5620.0,838.0,46.292745000000004,-96.043089,1012 WATER PLANT RD,FERGUS FALLS,MINNESOTA,56537,OTTER TAIL,27111.0,Power Plants,662830,964454,792165,962991,995294
2881,1.10E+11,AMERICAN CRYSTAL SUGAR CO,507.0,862.0,47.925833000000004,-97.006111,BUSINESS HIGHWAY 2 EAST,EAST GRAND FORKS,MINNESOTA,56721,POLK,27119.0,"Minerals,Waste",635741,678261,593083,528064,571176
2882,1.10E+11,AMERICAN CRYSTAL SUGAR CO,918.0,1275.0,47.764444,-96.6325,HIGHWAY 75 SOUTH,CROOKSTON,MINNESOTA,56716,POLK,27119.0,"Minerals,Waste",314075,308712,305109,298459,232958
2883,1.10E+11,GERDAU AMERISTEEL ST PAUL MILL,2461.0,3366.0,44.89093,-93.01084300000001,1678 RED ROCK RD,SAINT PAUL,MINNESOTA,55119,RAMSEY,27123.0,Metals,64677,56424,66069,63317,63466
2884,1.10E+11,WALDORF CORP (DBA ROCKTENN),13168.0,2111.0,44.95966,-93.19341,2250 WABASH AVE,SAINT PAUL,MINNESOTA,551141895,RAMSEY,27123.0,Pulp and Paper,128837,131372,127779,130817,135838
2889,1.10E+11,CENTRAL BI-PRODUCTS,455.0,6018.0,44.573611,-95.11361099999999,33361 COUNTY RD 25,REDWOOD FALLS,MINNESOTA,56283,REDWOOD,27127.0,"Other,Waste",23260,20932,23470,35194,25466
2891,1.10E+11,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,481.0,1171.0,44.797478999999996,-95.17197,83550 COUNTY RD 21,RENVILLE,MINNESOTA,562840500,RENVILLE,27129.0,Minerals,367954,395232,334724,395533,363162
2893,1.10E+11,MINNESOTA MUNICIPAL POWER AGENCY FARIBAULT ENERGY PARK,4128.0,2041.0,44.335895,-93.28786,4100 PARK AVE,FARIBAULT,MINNESOTA,55021,RICE,27131.0,Power Plants,136849,230501,298154,118543,152150
2896,1.10E+11,AGRI-ENERGY,5763.0,5434.0,43.648333,-96.22444399999999,502 S WALNUT,LUVERNE,MINNESOTA,56156,ROCK,27133.0,"Chemicals,Waste",29169,8321,20053,39011,39679
2903,1.10E+11,ANCHOR GLASS CONTAINER CORP - SHAKOPEE,9933.0,2941.0,44.79873,-93.46704,4108 VALLEY IND US TRIAL BLVD N,SHAKOPEE,MINNESOTA,55379,SCOTT,27139.0,Minerals,79063,78295,93341,82777,83827
2905,1.10E+11,XCEL ENERGY SHERBURNE COUNTY GENERATING PLANT,1732.0,18.0,45.3792,-93.8958,13999 INDUSTRIAL BLVD,BECKER,MINNESOTA,55308,SHERBURNE,27141.0,Power Plants,13510805,9023684,8461493,13188289,13589798
2909,1.10E+11,MESABI NUGGET DELAWARE LLC,1429.0,876.0,47.586907000000004,-92.23419200000001,6500 HIGHWAY 135 N,AURORA,MINNESOTA,55705,ST LOUIS,27137.0,Metals,624772,637277,614399,464529,326252
2910,1.10E+11,LASKIN ENERGY CENTER,4529.0,1040.0,47.501102,-92.176289,5599 COLBY LAKE RD,HOYT LAKES,MINNESOTA,55750,ST LOUIS,27137.0,Power Plants,454543,592001,468947,614687,670877
2917,1.10E+11,CHIPPEWA VALLEY ETHANOL CO,4317.0,2549.0,45.3268,-95.6378,270 20TH ST NW,BENSON,MINNESOTA,56215,SWIFT,27151.0,Other,97869,72236,70679,74806,72493
2919,1.10E+11,CENTRAL BI-PRODUCTS - LONG PRAIRIE,278.0,5087.0,45.997741999999995,-94.8603,25498 HWY 71 N,LONG PRAIRIE,MINNESOTA,56347,TODD,27153.0,"Other,Waste",32860,45346,27336,29526,31206
2921,1.10E+11,"ST. PAUL PARK REFINING COMPANY, LLC",734.0,705.0,44.850583,-93.002139,301 ST PAUL PARK RD,SAINT PAUL PARK,MINNESOTA,55071,WASHINGTON,27163.0,"Chemicals,Petroleum Product Suppliers,Refineries",844113,687485,771374,811087,794952
2922,1.10E+11,3M COTTAGE GROVE CENTER,1127.0,3452.0,44.789444,-92.908333,10746 INNOVATION RD,COTTAGE GROVE,MINNESOTA,55016,WASHINGTON,27163.0,"Chemicals,Industrial Gas Suppliers,Minerals",62090,56961,56167,73679,44523
2923,1.10E+11,XCEL ENERGY   ALLEN S KING GENERATING PLANT,1940.0,243.0,45.029469,-92.77901700000001,1103 KING PLANT RD,BAYPORT,MINNESOTA,55003,WASHINGTON,27163.0,Power Plants,2942841,2487491,3257176,3322884,3445538
2939,1.10E+11,LAKE ROAD STATION,4703.0,956.0,39.7253,-94.87576,1413 LOWER LAKE RD,SAINT JOSEPH,MISSOURI,64504,BUCHANAN,29021.0,Power Plants,546504,779717,667609,720341,790397
2943,1.10E+11,BUZZI UNICEM USA-CAPE GIRARDEAU,1487.0,739.0,37.2676,-89.5385,2524 S SPRIGG ST,CAPE GIRARDEAU,MISSOURI,63701,CAPE GIRARDEAU,29031.0,Minerals,798840,788160,881253,764346,839399
2944,1.10E+11,BIOKYOWA INC,7263.0,5595.0,37.240528000000005,-89.60138,5469 NASH RD,CAPE GIRARDEAU,MISSOURI,637011550,CAPE GIRARDEAU,29031.0,Other,27692,25504,26714,24584,26727
2945,1.10E+11,THE PROCTER & GAMBLE PAPER PRODUCTS CO,15461.0,2060.0,37.48357,-89.50747700000001,14484 STATE HIGHWAY 177,JACKSON,MISSOURI,63755,CAPE GIRARDEAU,29031.0,Pulp and Paper,134396,135988,128257,143168,173846
2949,1.10E+11,FORD MOTOR COMPANY--KANSAS CITY ASSEMBLY PLANT,188.0,2337.0,39.20438,-94.47801,8121 E U.S. HWY 69,CLAYCOMO,MISSOURI,64119,CLAY,29047.0,Other,109353,83690,66514,89068,92464
2950,1.10E+11,INGREDION INC,6510.0,5389.0,39.125992,-94.57328000000001,1001 BEDFORD AVE,NORTH KANSAS CITY,MISSOURI,64116,CLAY,29047.0,Other,29666,29214,31357,32716,34576
2954,1.10E+11,AMEREN MISSOURI LABADIE ENERGY CENTER,229.0,16.0,38.548083,-90.838806,226 LABADIE POWER PLANT RD,LABADIE,MISSOURI,63055,FRANKLIN,29071.0,Power Plants,13653601,15330245,14185676,18234145,17369495
2955,1.10E+11,JOHN TWITTY ENERGY CENTER,1734.0,305.0,37.414673,-93.376639,5100  WEST FARM ROAD 164,SPRINGFIELD,MISSOURI,65807,GREENE,29077.0,Power Plants,2393927,2244478,1934545,2593788,1240135
2956,1.10E+11,JAMES RIVER POWER STATION,3147.0,779.0,37.108799,-93.259283,5701 S KISSICK RD,SPRINGFIELD,MISSOURI,65804,GREENE,29077.0,Power Plants,734861,696446,695172,1088732,1600425
2959,1.10E+11,MONTROSE GENERATING STATION,1563.0,239.0,38.311186,-93.934795,400 SOUTHWEST HIGHWAY P,CLINTON,MISSOURI,647359045,HENRY,29083.0,Power Plants,3015300,2958481,1985060,2784839,3326755
2960,1.10E+11,GOLDEN TRIANGLE ENERGY LLC,3033.0,3797.0,40.18925,-95.36789,15053 HIGHWAY 111,CRAIG,MISSOURI,64437,HOLT,29087.0,Other,53874,55361,52389,42373,55151
2962,1.10E+11,BUICK RESOURCE RECYCLING FACILITY LLC,5655.0,2273.0,37.636796999999994,-91.13189399999999,18594 HWY KK,BOSS,MISSOURI,65440,IRON,29093.0,Metals,114840,127046,136674,143786,125280
2963,1.10E+11,SUGAR CREEK CEMENT PLANT,1384.0,769.0,39.144325,-94.416723,2200 COURTNEY ROAD,SUGAR CREEK,MISSOURI,64050,JACKSON,29095.0,Minerals,745685,760635,733969,628170,554324
2964,1.10E+11,SIBLEY GENERATING STATION,1452.0,475.0,39.1778,-94.1861,33200 E JOHNSON RD,SIBLEY,MISSOURI,64088,JACKSON,29095.0,Power Plants,1433317,2337656,2121611,2324053,2927567
2966,1.10E+11,BAYER CROPSCIENCE,2390.0,4525.0,39.121472,-94.473417,8400 HAWTHORN RD,KANSAS CITY,MISSOURI,641200013,JACKSON,29095.0,Chemicals,40824,39870,34902,36398,32451
2967,1.10E+11,HAWTHORN GENERATING FACILITY,3044.0,233.0,39.130833,-94.477778,8700 E FRONT ST,KANSAS CITY,MISSOURI,64120,JACKSON,29095.0,Power Plants,3063516,3682564,3712282,3779027,4002275
2968,1.10E+11,US ARMY LAKE CITY ARMY AMMUNITION PLANT,3742.0,4720.0,39.103,-94.2783,25201 E 78 HWY,INDEPENDENCE,MISSOURI,64056,JACKSON,29095.0,Other,38141,40977,38911,41003,39124
2969,1.10E+11,US DOE KANSAS CITY PLANT,13876.0,6279.0,38.959019,-94.57656899999999,2000 E 95TH ST,KANSAS CITY,MISSOURI,64131,JACKSON,29095.0,Other,18624,23317,22675,24171,23499
2978,1.10E+11,EMPIRE DISTRICT ELECTRIC CO ASBURY GENERATING STATION,538.0,516.0,37.3613,-94.5889,21133 UPHILL LANE,ASBURY,MISSOURI,64832,JASPER,29097.0,Power Plants,1278399,1527960,1323243,1315357,1416359
2981,1.10E+11,RIVER CEMENT CO (DBA BUZZI UNICEM USA),503.0,391.0,38.1804,-90.3366,1000 RIVER CEMENT RD,FESTUS,MISSOURI,63028,JEFFERSON,29099.0,Minerals,1742903,1732452,1277124,965800,780364
2982,1.10E+11,UNION ELECTRIC RUSH ISLAND POWER PLANT,906.0,100.0,38.133583,-90.263806,100 BIG HOLLOW RD,FESTUS,MISSOURI,63028,JEFFERSON,29099.0,Power Plants,6723732,7129195,6979060,7739897,7495639
2983,1.10E+11,DOE RUN CO HERCULANEUM SMELTER,7028.0,6667.0,38.2606,-90.3766,881 MAIN ST,HERCULANEUM,MISSOURI,63048,JEFFERSON,29099.0,Metals,9615,123728,127496,143394,157026
2984,1.10E+11,SAINT-GOBAIN CONTAINERS INC,10371.0,3327.0,38.295167,-90.400944,1500 ARDAGH GROUP DR,PEVELY,MISSOURI,63070,JEFFERSON,29099.0,Minerals,65943,84023,87131,82242,84940
2990,1.10E+11,BASF CORPORATION,957.0,1831.0,39.834118,-91.436791,3150 HWY JJ,PALMYRA,MISSOURI,63461,MARION,29127.0,Chemicals,162938,166772,141966,142755,128757
2991,1.10E+11,SIMMONS FOODS,3216.0,3020.0,36.542429999999996,-94.59801999999999,10700 S STATE HIGHWAY 43,SOUTH WEST CITY,MISSOURI,648637272,MCDONALD,29119.0,"Other,Waste",76300,76026,91386,120268,72515
2992,1.10E+11,CHRISTY MINERALS TERRILL CLAY PIT,1581.0,4925.0,38.87947,-91.38786,833 BOONESLICK RD,HIGH HILL,MISSOURI,63350,MONTGOMERY,29139.0,Other,35216,28137,28242,28993,28024
2993,1.10E+11,NORANDA ALUMINUM INC,158.0,742.0,36.506028,-89.56330600000001,391 ST JUDE IND US TRIAL PARK,NEW MADRID,MISSOURI,638690070,NEW MADRID,29143.0,Metals,795078,818508,809598,657490,661651
2994,1.10E+11,NEW MADRID POWER PLANT,483.0,85.0,36.5147,-89.5617,41 ST JUDE INDUSTRIAL PARK HWY,MARSTON,MISSOURI,63866,NEW MADRID,29143.0,Power Plants,7466306,7390398,7119552,6732630,6806380
2997,1.10E+11,TYSON POULTRY INC. - PROCESSING PLANT,3243.0,3442.0,38.75087,-93.326088,19571 MENEFEE,SEDALIA,MISSOURI,65301,PETTIS,29159.0,"Other,Waste",62457,60648,96119,81663,46412
2998,1.10E+11,PITTSBURGH CORNING,6754.0,4704.0,38.69892,-93.26053,2700 W 16TH ST,SEDALIA,MISSOURI,65301,PETTIS,29159.0,Minerals,38322,35437,38816,34835,35598
3001,1.10E+11,DYNO NOBEL INC--LOMO PLANT,1665.0,1055.0,39.42889,-91.03298199999999,11025 COUNTY HWY D,LOUISIANA,MISSOURI,63353,PIKE,29163.0,Chemicals,445542,364387,392180,396291,432547
3004,1.10E+11,IATAN GENERATING STATION,2540.0,65.0,39.4464,-94.9856,20250 HIGHWAY 45N,WESTON,MISSOURI,64098,PLATTE,29165.0,Power Plants,8447551,9874198,11135930,8531315,6732657
3006,1.10E+11,CONTINENTAL CEMENT CO LLC,815.0,731.0,39.679306,-91.30975,10107 HIGHWAY 79,HANNIBAL,MISSOURI,63401,RALLS,29173.0,Minerals,816899,746495,733305,680917,577563
3007,1.10E+11,THOMAS HILL ENERGY CENTER - POWER DIV,430.0,82.0,39.550678000000005,-92.637398,5693 HIGHWAY F,CLIFTON HILL,MISSOURI,65244,RANDOLPH,29175.0,Power Plants,7746965,8084188,7156654,8398074,7759915
3016,1.10E+11,SIKESTON POWER STATION,1078.0,388.0,36.878786,-89.62141,1551 W WAKEFIELD ST,SIKESTON,MISSOURI,63801,SCOTT,29201.0,Power Plants,1759198,1793893,1622995,1916728,1885891
3017,1.10E+11,UNION ELECTRIC SIOUX POWER PLANT,1016.0,153.0,38.909444,-90.293056,8501 N STATE ROUTE 94,WEST ALTON,MISSOURI,63386,ST CHARLES,29183.0,Power Plants,4720464,4730255,4529980,5102517,5449371
3019,1.10E+11,ANHEUSER-BUSCH LLC,692.0,1617.0,38.597770000000004,-90.20940999999999,1 BUSCH PL,ST LOUIS,MISSOURI,631181852,ST LOUIS (CITY),29510.0,"Other,Suppliers of CO2",199633,213812,255023,285909,297433
3020,1.10E+11,AMEREN UE MERAMEC POWER STATION,1156.0,138.0,38.402120000000004,-90.335953,8200 FINE RD,SAINT LOUIS,MISSOURI,63129,ST LOUIS (CITY),29510.0,Power Plants,5263203,2675991,4269363,5814714,5602381
3021,1.10E+11,MALLINCKRODT LLC,3854.0,4451.0,38.65972,-90.19248,3600 N 2ND ST,SAINT LOUIS,MISSOURI,63147,ST LOUIS (CITY),29510.0,Chemicals,42156,42125,41235,401185,47716
3023,1.10E+11,MISSISSIPPI LIME CO STE GENEVIEVE,535.0,266.0,37.974579,-90.063408,16147 US HIGHWAY 61,SAINTE GENEVIEVE,MISSOURI,63670,STE GENEVIEVE,29186.0,Minerals,2718219,2583643,2575784,2598569,2591857
3024,1.10E+11,HOLCIM (US) INC STE GENEVIEVE PLANT,669.0,234.0,38.109942,-90.257947,2942 US HWY 61,BLOOMSDALE,MISSOURI,63627,STE GENEVIEVE,29186.0,Minerals,3059351,2776115,3015918,2504517,2134968
3025,1.10E+11,LHOIST NA,10781.0,573.0,38.009471999999995,-90.079941,20947 WHITE SANDS RD,SAINTE GENEVIEVE,MISSOURI,63670,STE GENEVIEVE,29186.0,Minerals,1105013,1033368,993333,971654,968702
3029,1.10E+11,3M CO - NEVADA,558.0,5649.0,37.834458000000005,-94.330624,2120 E AUSTIN BLVD,NEVADA,MISSOURI,647720327,VERNON,29217.0,Other,27259,29197,28931,30395,29571
3036,1.10E+11,US TVA MAGNOLIA COMBINED CYCLE PLANT,1477.0,407.0,34.827523,-89.193387,352 HIGHWAY 4 WEST,ASHLAND,MISSISSIPPI,38603,BENTON,28009.0,Power Plants,1668383,1791598,1872070,1143305,700016
3039,1.10E+11,CHOCTAW GENERATION LP LLLP,1540.0,229.0,33.383055999999996,-89.20891400000001,2391 PENSACOLA RD,ACKERMAN,MISSISSIPPI,39735,CHOCTAW,28019.0,Power Plants,3084933,3616234,3653559,2906954,4175192
3045,1.10E+11,US TVA SOUTHAVEN COMBINED CYCLE PLANT,3168.0,717.0,34.99179,-90.042271,2881 STATELINE RD,SOUTHAVEN,MISSISSIPPI,38671,DESOTO,28033.0,Power Plants,833332,1111864,1646489,1232254,1558998
3047,1.10E+11,WELLMAN OF MISSISSIPPI INC,1645.0,4284.0,30.232803000000004,-89.561667,3303 PORT & HARBOR DR,BAY SAINT LOUIS,MISSISSIPPI,395203303,HANCOCK,28045.0,Other,44850,50319,50450,51619,55253
3048,1.10E+11,MISSISSIPPI POWER CO - PLANT WATSON,2.0,168.0,30.439484000000004,-89.027109,10406 LORRAINE RD,GULFPORT,MISSISSIPPI,39502,HARRISON,28047.0,Power Plants,4071574,3197431,1768828,2729827,3003414
3049,1.10E+11,E I DUPONT DE NEMOURS CO - DELISLE PLANT,186.0,696.0,30.380556,-89.307778,7685 KILN DELISLE RD,PASS CHRISTIAN,MISSISSIPPI,395710430,HARRISON,28047.0,Chemicals,860839,785322,657358,724832,720195
3056,1.10E+11,MISSISSIPPI PHOSPHATES CORP,198.0,3043.0,30.348056,-88.494139,601 HIGHWAY 611,PASCAGOULA,MISSISSIPPI,395810848,JACKSON,28059.0,Chemicals,75412,78806,66606,74553,78627
3057,1.10E+11,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,212.0,172.0,30.343733,-88.4938,250 IND US TRIAL RD,PASCAGOULA,MISSISSIPPI,395813201,JACKSON,28059.0,"Chemicals,Refineries,Waste",3991207,3826766,3955347,3845954,3364191
3058,39552MSSSSHWY63,MISSISSIPPI POWER CO - PLANT VICTOR J DANIEL,347.0,102.0,30.530331,-88.556208,13201 HWY 63 N,MOSS POINT,MISSISSIPPI,39562,JACKSON,28059.0,Power Plants,6581981,4770410,4925153,5401458,7689065
3059,1.10E+11,FIRST CHEMICAL CORP,4017.0,2040.0,30.355,-88.496111,1001 IND US TRIAL RD,PASCAGOULA,MISSISSIPPI,39581,JACKSON,28059.0,Chemicals,136970,275133,261365,187755,290331
3068,1.10E+11,"SOUTH MISSISSIPPI ELECTRIC POWER ASSOCIATION, R D MORROW PLANT",742.0,732.0,31.213621999999997,-89.39751700000001,304 OLD OKAHOLA SCHOOLHO US E RD,PURVIS,MISSISSIPPI,39475,LAMAR,28073.0,Power Plants,813659,1110966,1181184,1836721,2386408
3069,1.10E+11,RAIN CII CARBON LLC-PURVIS CALCINING PLANT,2501.0,5721.0,31.1805,-89.386167,863 OLD RICHBURG RD,PURVIS,MISSISSIPPI,39475,LAMAR,28073.0,Petroleum and Natural Gas Systems,26584,24263,25825,25773,27864
3072,1.10E+11,GEORGIA-PACIFIC MONTICELLO LL C,79.0,1272.0,31.625853000000003,-90.0839,604 N.A. SANDIFER HIGHWAY,MONTICELLO,MISSISSIPPI,39654,LAWRENCE,28077.0,"Pulp and Paper,Waste",315405,324555,329669,279047,271520
3075,1.10E+11,THE COOPER TIRE CO,7509.0,5395.0,34.232236,-88.710561,1804 S GREEN ST,TUPELO,MISSISSIPPI,38804,LEE,28081.0,Other,29619,28079,29783,29240,29557
3077,1.10E+11,"WEYERHAEUSER COMPANY, COLUMBUS PULP AND PAPER",102.0,2426.0,33.360815,-88.458046,4335 CARSON RD,COLUMBUS,MISSISSIPPI,39703,LOWNDES,28087.0,"Pulp and Paper,Waste",103604,102493,125340,128755,105655
3078,1.10E+11,US TVA CALEDONIA COMBINED CYCLE PLANT,531.0,607.0,33.647503,-88.27501099999999,255 LONE OAK RD,STEENS,MISSISSIPPI,39766,LOWNDES,28087.0,Power Plants,1029124,1173704,1751639,1425401,1567103
3079,1.10E+11,EKA CHEMICALS INC,1630.0,4670.0,33.421944,-88.403889,4374 NASHVILLE FERRY RD E,COLUMBUS,MISSISSIPPI,39702,LOWNDES,28087.0,Chemicals,38612,39608,32242,32750,24888
3080,1.10E+11,STEEL DYNAMICS INC FLAT ROLL GROUP COLUMBUS DIV,1656.0,777.0,33.445,-88.575278,1945 AIRPORT RD,COLUMBUS,MISSISSIPPI,39701,LOWNDES,28087.0,Metals,736245,643270,568649,458318,385323
3081,1.10E+11,NISSAN NA INC CANTON MS,963.0,4074.0,32.574746999999995,-90.071683,300 NISSAN DR,CANTON,MISSISSIPPI,39046,MADISON,28089.0,Other,48157,45833,35027,34028,33957
3084,1.10E+11,TRONOX LLC,641.0,1190.0,33.730556,-88.4525,40034 KERR MCGEE ROAD,HAMILTON,MISSISSIPPI,397460180,MONROE,28095.0,Chemicals,359321,328605,327918,359861,429785
3085,1.10E+11,AXIALL LLC-ABERDEEN,2573.0,3259.0,33.813889,-88.55611400000001,715 HIGHWAY 25 SOUTH,ABERDEEN,MISSISSIPPI,39730,MONROE,28095.0,Other,67946,65926,65875,57891,59104
3091,1.10E+11,GEORGIA PACIFIC LEAF RIVER CELLULOSE LLC,29.0,2730.0,31.235971999999997,-89.037417,134 BUCK CREEK ROAD,NEW AUGUSTA,MISSISSIPPI,394620329,PERRY,28111.0,"Pulp and Paper,Waste",87272,86680,111485,107701,108954
3094,1.10E+11,NUCOR STEEL JACKSON INC,7140.0,3113.0,32.312222,-90.138889,3630 4TH STREET,FLOWOOD,MISSISSIPPI,392322000,RANKIN,28121.0,Metals,72894,69291,77197,82837,47978
3097,1.10E+11,TYSON FARMS INC.,6163.0,3456.0,32.362972,-89.539806,11634 HIGHWAY 80 WEST,FOREST,MISSISSIPPI,39074,SCOTT,28123.0,Other,61984,61381,73449,62244,61224
3106,1.10E+11,INTERNATIONAL PAPER-VICKSBURG MILL,72.0,2726.0,32.5278,-90.772239,3665 HIGHWAY 3 NORTH,REDWOOD,MISSISSIPPI,39156,WARREN,28149.0,"Pulp and Paper,Waste",87521,93341,160764,92399,115036
3107,1.10E+11,ERGON REFINING INC,93.0,1389.0,32.388694,-90.90875,2125 HAINING RD,VICKSBURG,MISSISSIPPI,39183,WARREN,28149.0,"Chemicals,Petroleum Product Suppliers,Refineries",261092,191779,194977,219183,201913
3110,1.10E+11,USG INTERIORS,13303.0,4034.0,33.421575,-91.05023299999999,850 N BROADWAY,GREENVILLE,MISSISSIPPI,38701,WASHINGTON,28151.0,Minerals,48823,44507,45616,49747,53023
3117,1.10E+11,CF INDUSTRIES NITROGEN LLC - YAZOO CITY MISSISSIPPI PLANT,133.0,329.0,32.899048,-90.37536899999999,4612 HIGHWAY 49 E,YAZOO CITY,MISSISSIPPI,39194,YAZOO,28163.0,Chemicals,2162954,2104834,2120815,2227132,2615392
3118,1.10E+11,HARDIN GENERATING STATION,1855.0,699.0,45.76283,-107.60083999999999,SUGAR FACTORY RD,HARDIN,MONTANA,59034,BIG HORN,30003.0,Power Plants,851868,772575,587387,773095,915566
3119,1.10E+11,GRAYMONT WESTERN US INC,12240.0,1387.0,46.32847,-111.61741,4.5 MILES W OF TOWNSEND,TOWNSEND,MONTANA,59644,BROADWATER,30007.0,Minerals,261404,214297,231400,250260,260718
3122,1.10E+11,DAVE GATES GENERATING STATION MILL CREEK,2228.0,1348.0,46.105610999999996,-112.87561000000001,241 UNIT A WILLOW GLEN RD,ANACONDA,MONTANA,59711,DEER LODGE,30023.0,Power Plants,277021,300472,248780,225973,26198
3126,1.10E+11,HOLCIM TRIDENT CEMENT PLANT,10358.0,1262.0,45.944769,-111.477076,4070 TRIDENT RD,THREE FORKS,MONTANA,59752,GALLATIN,30031.0,Minerals,321969,351410,338183,262908,265624
3128,1.10E+11,ASH GROVE CEMENT CO MONTANA CITY PLANT,6002.0,1361.0,46.54448,-111.92062,100 HIGHWAY 518,CLANCY,MONTANA,59634,JEFFERSON,30043.0,Minerals,271046,333806,279846,226547,224559
3130,1.10E+11,SIDNEY SUGARS INC,795.0,2580.0,47.717982,-104.133124,35140 COUNTY RD 125,SIDNEY,MONTANA,59270,RICHLAND,30083.0,Other,96000,120485,118546,95172,81974
3131,1.10E+11,MONTANA DAKOTA UTILITIES LEWIS AND CLARK STATION,2405.0,1106.0,47.67608,-104.16082,35023 HWY 23,SIDNEY,MONTANA,59270,RICHLAND,30083.0,Power Plants,401958,362854,305194,372772,387823
3136,59323RSBDPPOBOX,Rosebud Power Plant,1530.0,1081.0,45.973889,-106.653056,18 SNIDER SUBDIVISION RD,COLSTRIP,MONTANA,59323,ROSEBUD,30087.0,Power Plants,421697,442893,430349,373902,419390
3137,1.10E+11,REC SILICON,9029.0,4297.0,45.972611,-112.68975,119140 RICK JONES WAY,BUTTE,MONTANA,59701,SILVER BOW,30093.0,Metals,44704,44851,45870,47074,43026
3140,1.10E+11,CHS INC  LAUREL REFINERY,620.0,682.0,45.65922,-108.76778,803 HWY 212 S,LAUREL,MONTANA,590440909,YELLOWSTONE,30111.0,"Chemicals,Petroleum Product Suppliers,Refineries",883627,874859,1002991,935908,890627
3141,1.10E+11,EXXONMOBIL BILLINGS REFINERY,775.0,815.0,45.813904,-108.433295,700 EXXON REFINERY RD,BILLINGS,MONTANA,59101,YELLOWSTONE,30111.0,"Chemicals,Petroleum Product Suppliers,Refineries",701473,745461,656176,676038,716093
3142,1.10E+11,WESTERN SUGAR COOPERATIVE130130,798.0,1930.0,45.766667,-108.495278,3020 STATE AVE,BILLINGS,MONTANA,59101,YELLOWSTONE,30111.0,Minerals,149730,104335,124404,95043,103008
3143,1.10E+11,PHILLIPS 66 CO BILLINGS REFINERY,1062.0,747.0,45.776389,-108.484444,401 S 23RD ST,BILLINGS,MONTANA,59101,YELLOWSTONE,30111.0,"Chemicals,Petroleum Product Suppliers,Refineries",782410,820719,760188,824553,831878
3144,1.10E+11,JE CORETTE STEAM ELECTRIC ST ATION,2106.0,872.0,45.77623,-108.48085,301 CHARLENE ST,BILLINGS,MONTANA,59101,YELLOWSTONE,30111.0,Power Plants,628852,987361,790050,913290,1058441
3150,1.10E+11,PCS PHOSPHATE CO INC,36.0,1020.0,35.37745,-76.778816,1530 NC HIGHWAY 306 NORTH,AURORA,NORTH CAROLINA,27806,BEAUFORT,37013.0,Chemicals,475478,514845,437431,401268,446021
3151,27849PRDNCHIGHW,PERDUE FARMS LEWISTON PROCESSING PLANT,1832.0,1316.0,36.143889,-77.216389,3539 GOVERNORS RD,LEWISTON WOODVILLE,NORTH CAROLINA,27849,BERTIE,37015.0,"Other,Waste",293131,263702,211609,176283,37786
3153,28302DPNTFHIGHW,DUPONT FAYETTEVILLE PLANT,861.0,1001.0,34.840301000000004,-78.838889,22828 NC HWY 87 W,FAYETTEVILLE,NORTH CAROLINA,28306,BLADEN,37017.0,"Chemicals,Industrial Gas Suppliers",497588,474987,398328,501508,38378
3154,1.10E+11,SMITHFIELD-TAR HEEL,883.0,5591.0,34.746774,-78.802335,15855 NC HIGHWAY 87,TAR HEEL,NORTH CAROLINA,28392,BLADEN,37017.0,"Other,Waste",27699,525725,2785958,41521,41926
3157,1.10E+11,DUKE ENERGY PROGRESS INC-ASHEVILLE STEAM ELECTRIC PLANT,2000.0,423.0,35.4714,-82.5431,200 C P & L DRIVE,ARDEN,NORTH CAROLINA,28704,BUNCOMBE,37021.0,Power Plants,1600460,1411292,1961670,1740157,2404067
3161,1.10E+11,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,296.0,62.0,35.593748,-80.9656,8320 E NC 150 HWY,TERRELL,NORTH CAROLINA,28682,CATAWBA,37035.0,Power Plants,8680690,7812143,9019574,10545944,11569812
3163,1.10E+11,"PERFORMANCE FIBERS, INC.",672.0,6065.0,35.621183,-79.045316,338 PEA RDG RD,NEW HILL,NORTH CAROLINA,27562,CHATHAM,37037.0,Other,22495,25364,29624,29202,29493
